description,latitude,created,longitude,__CLASS__,adref,salary_min,redirect_url,id,salary_is_predicted,title,salary_max,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",34.952722,2026-08-09T09:22:22Z,-89.830439,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjE1In0.Onq2gel9DyKAvP2uU8Uyf1YskykKGk2oDKB-zvIbb0A,0.0,https://www.adzuna.com/land/ad/5834696215?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=F3B933B584D3B6244917144CC34F77B9B8D59C1E,5834696215,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Mississippi', 'DeSoto County', 'Olive Branch']",Adzuna::API::Response::Location,"Olive Branch, DeSoto County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.738588,2026-08-09T09:22:22Z,-86.903452,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIwNyIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.dK8I2a7SfuLJq30aofn1bakp98yKVpKYl24uGAG3aJw,0.0,https://www.adzuna.com/land/ad/5834696207?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=95B4FB9E736191C8042694980718DFB11ECCEBD5,5834696207,0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Maury County', 'Spring Hill']",Adzuna::API::Response::Location,"Spring Hill, Maury County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",28.913156,2026-08-09T09:22:22Z,-82.404719,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIzOCIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.P_v_FXXm-fUBFpX8RUATVsatw-E6I3hXlrT4vmeY9uM,0.0,https://www.adzuna.com/land/ad/5834696238?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=E94F1F421499F0EB99C37A27CA29A83B50C32ACE,5834696238,0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Florida', 'Citrus County', 'Hernando']",Adzuna::API::Response::Location,"Hernando, Citrus County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.868384,2026-08-09T09:22:22Z,-88.344636,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjE1NiIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.bqyEtxn08t2M9VBd6vrwHrCy0IXvYF7s_u4NwUEpLnE,0.0,https://www.adzuna.com/land/ad/5834696156?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=3F1CC4327A5BB8B38E8255BC571A14D4014ECA45,5834696156,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Kentucky', 'Marshall County', 'Benton']",Adzuna::API::Response::Location,"Benton, Marshall County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",28.913156,2026-08-09T09:22:22Z,-82.404719,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjM3In0.0QfDYj-FTJV49HWDTKYxcZP29MJJpvgl_IDMtPbpwD8,0.0,https://www.adzuna.com/land/ad/5834696237?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=48976C1B93809F8DFB852D1537B39A54475B8DE2,5834696237,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Florida', 'Citrus County', 'Hernando']",Adzuna::API::Response::Location,"Hernando, Citrus County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",39.214358,2026-08-09T09:22:22Z,-76.879717,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MTgxIn0.ZSWfFNF4LCRvNTc8xlOvTrYWX2zOBqW6wyFPLd4MvWo,0.0,https://www.adzuna.com/land/ad/5834696181?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=8E1DD733636018893AD260600BAF8D4FD78D7A17,5834696181,0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Maryland', 'Howard County', 'Columbia']",Adzuna::API::Response::Location,"Columbia, Howard County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.237775,2026-08-09T09:22:22Z,-86.306947,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MTk1In0._tF3TXjfohjuh8-gAt5r71OWHtSktJuDMRATQlvBmFo,0.0,https://www.adzuna.com/land/ad/5834696195?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=5A3328BF95EBEB3E9079F280D8583BC1DD1E434E,5834696195,0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Wilson County', 'Lebanon']",Adzuna::API::Response::Location,"Lebanon, Wilson County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",34.954281,2026-08-09T09:22:22Z,-90.050894,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIzMSIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.2cSH6dIYFCM6yITfCEjHfVL4QomL8kK-ZLnYkGsaxtU,0.0,https://www.adzuna.com/land/ad/5834696231?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=899ECE9803B2D381B7B84FCDEB4B2D72C722071C,5834696231,0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Mississippi', 'DeSoto County', 'Jago']",Adzuna::API::Response::Location,"Jago, DeSoto County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.660576,2026-08-09T09:22:22Z,-87.417856,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjE2MSIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.TFM1rDT7BIg7lnQkiKeuDnVZBsJkAQ_agMSMNTmvVn4,0.0,https://www.adzuna.com/land/ad/5834696161?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=A4D6C1AF3A7F5092C7C4373E872C7B7B56D1D2C2,5834696161,0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Kentucky', 'Christian County', 'Oak Grove']",Adzuna::API::Response::Location,"Oak Grove, Christian County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.33166,2026-08-09T09:22:22Z,-89.89458,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIzNCIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.3sf3AHFb2drACNwAsJK98dSUQ8DyHR0KKf5pWtYv-gQ,0.0,https://www.adzuna.com/land/ad/5834696234?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=C9DB9FC8671C5EDB7E74079FCB08811CDCE5DB2D,5834696234,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Shelby County', 'Millington']",Adzuna::API::Response::Location,"Millington, Shelby County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.778332,2026-08-09T09:22:22Z,-89.384495,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjY0In0.tElUZtsEnCM-iPCFLjPaTksPTnnRIVHicPyvQtf1ZzQ,0.0,https://www.adzuna.com/land/ad/5834696264?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=B3749343C1260D4CC95162DDE05EB77E0A144347,5834696264,0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Missouri', 'Mississippi County', 'East Prairie']",Adzuna::API::Response::Location,"East Prairie, Mississippi County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.386254,2026-08-09T09:22:22Z,-87.037411,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjE1OCIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.ZrWLWpOszJfsf3XkKeh2tHStHJwIeTZY5R70OlOAG1w,0.0,https://www.adzuna.com/land/ad/5834696158?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=E1E8F4F6600FB831F0963B4A4C6ED681F1600E91,5834696158,0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Cheatham County', 'Pleasant View']",Adzuna::API::Response::Location,"Pleasant View, Cheatham County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",34.9587,2026-08-09T09:22:22Z,-89.99448,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjI2In0.r9DA6rRBXCPLHH4vis4UWAgn5S0iGd_ZtHifdxHVxWE,0.0,https://www.adzuna.com/land/ad/5834696226?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=6BEDE918138207C60C64500D373A5592CED18855,5834696226,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Mississippi', 'DeSoto County', 'Southaven']",Adzuna::API::Response::Location,"Southaven, DeSoto County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.867993,2026-08-09T09:22:22Z,-90.175143,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2Mjc1In0.nuJv9Dz1fA5Ih2bKx-n8gmiSrm8EGanixDlO6TTT14U,0.0,https://www.adzuna.com/land/ad/5834696275?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=8236DFD37F8188AD0633966027C69152F99158B3,5834696275,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Arkansas', 'Mississippi County', 'Manila']",Adzuna::API::Response::Location,"Manila, Mississippi County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.738588,2026-08-09T09:22:22Z,-86.903452,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIwNSIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.0e4GoKtGDr0VXpZVhIwJcF8nYiRNKCQilJD73HF0Cik,0.0,https://www.adzuna.com/land/ad/5834696205?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=74DEA3486CBB8D26ACDBC00D92F27F6AF4FB0726,5834696205,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Maury County', 'Spring Hill']",Adzuna::API::Response::Location,"Spring Hill, Maury County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.25978,2026-08-09T09:22:22Z,-89.726548,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIyMSIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.JUm1_cfMciZTCCsb1i5Bnax6e_x-dK9dMi2NHsg_fUM,0.0,https://www.adzuna.com/land/ad/5834696221?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=4B6A459223165BA8F85B141198133F06FB27D073,5834696221,0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Shelby County', 'Lakeland']",Adzuna::API::Response::Location,"Lakeland, Shelby County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.33166,2026-08-09T09:22:22Z,-89.89458,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIzMyIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.dpE-h2ZNbeCa9gaxfmeBZR382queDY_6bjTjhLTL2Tw,0.0,https://www.adzuna.com/land/ad/5834696233?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=17C2C65DA6EB29F397DD7072D1CD62101266415E,5834696233,0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Shelby County', 'Millington']",Adzuna::API::Response::Location,"Millington, Shelby County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.185416,2026-08-09T09:22:22Z,-86.600435,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjAxIn0.22tpPVHVv--dfqkWlZij0V4kGRSlZ9SA5iUgq6zaUEs,0.0,https://www.adzuna.com/land/ad/5834696201?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=D4DEB15FBA9022A050D8744D6643CD2A8FDB1EC2,5834696201,0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Davidson County', 'Hermitage']",Adzuna::API::Response::Location,"Hermitage, Davidson County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",35.25978,2026-08-09T09:22:22Z,-89.726548,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5NjIyNCIsInMiOiJsaVNRX1BtVDhSR2xEdU9uZ0NjbEZ3In0.uZEv0R04qXW0ttU9ZyEYNvBK6m5PiE1HB4X6SwlYH4Q,0.0,https://www.adzuna.com/land/ad/5834696224?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=A8C04F0E2C01033CC5FDB53245E2627F59B028CD,5834696224,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Tennessee', 'Shelby County', 'Lakeland']",Adzuna::API::Response::Location,"Lakeland, Shelby County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A Dedicated Truck Drivers: Avg $1,400/wk & $1,500 Bonus. Average $1,400 per week $1,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, and Critical Illness Coverage Health Care & Flexible…",36.778332,2026-08-09T09:22:22Z,-89.384495,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGlTUV9QbVQ4UkdsRHVPbmdDY2xGdyIsImkiOiI1ODM0Njk2MjYzIn0.KXrhCsRqbYzSyGts05hIHZtVRuY8ilxWbuIPYdLcAKo,0.0,https://www.adzuna.com/land/ad/5834696263?se=liSQ_PmT8RGlDuOngCclFw&utm_medium=api&utm_source=abfa41a4&v=EEE01146645AF5163D4DE7916CC021DEC13ACC02,5834696263,0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.4k per week - U.S. Xpress - Dedicated,72800.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Missouri', 'Mississippi County', 'East Prairie']",Adzuna::API::Response::Location,"East Prairie, Mississippi County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
