description,created,__CLASS__,id,salary_is_predicted,title,latitude,salary_max,adref,redirect_url,salary_min,longitude,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"Job Description Job Description Director of Food & Beverage The Chanler at Cliff Walk’s Director of Food & Beverage is the ultimate journey curator for the guest dining experience. Reporting directly to the Executive Chef, the Director of Food & Beverage provides strategic and operational leadership across all food and beverage outlets, ensuring that every touchpoint reflects The Chanler’s commitment to gracious hospitality, culinary excellence, and Forbes Five-Star service. This position is re…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740294,1,Food & Beverage Director,41.490102,91637.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMjk0In0.-HNvxoBPouqYOnsJb_intmLeYDZ4PFV_qAzrIJcDWhc,https://www.adzuna.com/land/ad/5875740294?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=D9A6FE88392706BFDF84F1D69425ED5DE66E573E,91637.45,-71.312829,"['US', 'Rhode Island', 'Newport County', 'Newport']","Newport, Newport County",Adzuna::API::Response::Location,The Chanler,Adzuna::API::Response::Company,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,,
"Job Description Job Description Description: About Nautique Boat Company With over 100 years of excellence, Nautique Boat Company , a subsidiary of Correct Craft, is recognized globally for building the world’s finest ski and wake boats. Since 1925, we’ve led the marine industry through innovation, superior craftsmanship, and a dedication to quality. Beyond our boats, we’re driven by purpose. Through Nautique Cares , we contribute to causes both locally and around the globe improving that perfo…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740297,1,Final Detail Assembler,28.541666,37618.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDI5NyIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.ke1_pmFP4uwaIutYnXPWno3TqvTGR4e-8G2xkUEOOJ0,https://www.adzuna.com/land/ad/5875740297?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=2CC8C004F597EBFD6D8A485E7BE052F26E2C8C69,37618.52,-81.375686,"['US', 'Florida', 'Orange County', 'Orlando']","Orlando, Orange County",Adzuna::API::Response::Location,Nautique,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description Description: About Concept Rehab As a company owned and operated by therapists for over 40 years, Concept Rehab offers therapists the opportunity for meaningful work and professional growth in a supportive, dynamic environment. Members of our growing team make a daily difference for patients, families, and the facilities we serve, while enjoying access to ongoing education, resources and support so that employees can thrive as we set the standard of excellence in…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740305,1,Occupational Therapy Assistant-PRN,41.897547,60927.9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzA1In0.dVg80WyGBwmxaMKR_cqIIkbzWnz0ZANMwukcVdL3TBw,https://www.adzuna.com/land/ad/5875740305?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=E54E94FAF515B80EE5DCE0F57476B4B45847BF5A,60927.9,-84.037166,"['US', 'Michigan', 'Lenawee County', 'Adrian']","Adrian, Lenawee County",Adzuna::API::Response::Location,Concept Rehab,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: Who we are: We are a newly-established primary care practice with a mission of improving lives and communities through socially-supported care for older adults. Our unique model allows our clinicians to treat the whole patient, and not just their clinical needs. We do this by having a dedicated care team that supports our clinicians by addressing our patients’ social determinants of health and providing the highest quality of service possible. We do …",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740327,1,Nurse Practitioner (NP) - Geriatric Primary Care (Exp required),42.251368,96334.72,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzI3In0.c-x1LpFkR4_44dqFn0rbiUS30ZXR_hDY7nWYdmw3tfo,https://www.adzuna.com/land/ad/5875740327?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=AE6834965CCC45FDF1FAF9EE6B783E8825FF0731,96334.72,-70.996288,"['US', 'Massachusetts', 'Norfolk County', 'Quincy']","Quincy, Norfolk County",Adzuna::API::Response::Location,Gather Health,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: Join Massage Envy as an Esthetician- where your passion for skincare meets real growth, great perks, and a supportive team! Are you ready to turn your passion for skincare into a thriving career? At Massage Envy, we’re looking for licensed estheticians who love helping clients look and feel their best. Whether you're a skincare guru or an acne treatment expert, this is your chance to build lasting client relationships while growing your book of busin…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740326,1,Licensed Esthetician,42.337325,53603.93,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDMyNiIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.SyZl1mMVU3e9i0mJH2uMYsjIPzsBAkNhlHeEoptmGT0,https://www.adzuna.com/land/ad/5875740326?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=6AD9D0E284F06BA7E146685F0D3129090BDCE77A,53603.93,-83.496357,"['US', 'Michigan', 'Wayne County', 'Canton']","Canton, Wayne County",Adzuna::API::Response::Location,PCRK Group,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
"Job Description Job Description Description: OHS Southeast Region Guardians of Honor is a small management consulting firm supporting the federal government since 1997 (www.gohnow.com). We are seeking an energetic new team member experienced in Federal grants management to support our Office of Head Start client. GOH is recruiting in anticipation of potential future openings that are subject to final approval and funding. No guarantee of position availability can be made at this time; however, …",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740322,1,Data Management Specialist - Grants Management - ACF/OGM/OHS Southeast Region,33.755711,77680.15,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDMyMiIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.qIMRsqIMHLIJOth8xpZ6cR6IhleblGjm4Yt681lRTQY,https://www.adzuna.com/land/ad/5875740322?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=6053012382256CE31FC21670305DC19C5E04003B,77680.15,-84.388372,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Adzuna::API::Response::Location,Guardians of Honor Future Work,Adzuna::API::Response::Company,it-jobs,Adzuna::API::Response::Category,IT Jobs,,
"Job Description Job Description Description: The Physical Therapist will partner with Early Learning programs (serving children birth- age 5) in St. Joseph County to coordinate the needs of early learning programs, provide training and education on delays, disabilities and challenging behaviors to teachers, families, and the community. The Physical Therapist provides evaluations and treatment in various settings, assessing the gross motor area of development. This therapist will provide treatme…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740350,1,PHYSICAL THERAPIST - EARLY LEARNING PARTNERSHIPS,41.672404,57609.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDM1MCIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.tTP9S_m2cLae-Ei-n7cHwvPGB7sy-lLEt1gD6ZdI6rY,https://www.adzuna.com/land/ad/5875740350?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=F0FED34F7AD0F1865C7B6EFB04CAE802A47EE39C,57609.62,-86.253952,"['US', 'Indiana', 'St. Joseph County', 'South Bend']","South Bend, St. Joseph County",Adzuna::API::Response::Location,Logan Community Resources Inc,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: Paylocity is an award-winning provider of cloud-based HR and payroll software solutions, offering the most complete platform for the modern workforce. The company has become one of the fastest-growing HCM software providers worldwide by offering an intuitive, easy-to-use product suite that helps businesses automate and streamline HR and payroll processes, attract and retain talent, and build a strong workplace culture. While traditional HR and payrol…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740320,1,Managed Payroll Associate III - Elevate Solutions,42.051966,53625.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzIwIn0.SBHiqCpnVioJGMsitqzZYFlGG0bOKF6YaPqsnwadUQk,https://www.adzuna.com/land/ad/5875740320?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=4FFEE92160BB3B4B81DE91633A5CD56F3CB7589A,53625.81,-88.044457,"['US', 'Illinois', 'Cook County', 'Schaumburg']","Schaumburg, Cook County",Adzuna::API::Response::Location,Paylocity,Adzuna::API::Response::Company,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,,
"Job Description Job Description Description: Fun and Stable In-house Therapy Team AVIR AT BORGER is a skilled nursing & post-acute rehabilitation facility and is currently seeking a PRN Speech Language Pathologist to join our stable, in-house therapy team. We seek an SLP who is passionate about delivering the best care possible to our patients and residents and offer opportunities for you to develop programs in cognition, memory care, swallowing, aphasia, dysarthria, voice and skilled maintenan…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740304,1,Speech Language Pathologist (SLP) PRN,35.66782,126212.68,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDMwNCIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.CH1phFqmu76apiQ1F92R4zasyIlPxKjEasvtRLiH2Pc,https://www.adzuna.com/land/ad/5875740304?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=EA2FB2A216B1B6D8F787C900D885E8B610683F8A,126212.68,-101.397388,"['US', 'Texas', 'Hutchinson County', 'Borger']","Borger, Hutchinson County",Adzuna::API::Response::Location,Vital Therapy,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: Join the Fun at Arrow International! Arrow International is the world’s 1 maker of charitable gaming products, from pull tabs and bingo paper to cutting-edge electronic gaming systems. Our products power entertainment in social and gaming venues around the globe, and we’re growing fast! We're building a winning culture that’s all about teamwork, passion, and innovation. At Arrow, you’re not just another employee, you’re part of a high-performing team…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740314,1,Director of Environmental Health & Safety (EHS),,132261.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDMxNCIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.XeH0mbu2MoLdKNoLN1tx0CiT-pRbP1wwG4uiEvcBQ6A,https://www.adzuna.com/land/ad/5875740314?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=15CC12DECE91524D433DFDA70A2B729E90FC68CB,132261.69,,"['US', 'Ohio', 'Cuyahoga County', 'Cleveland']","Cleveland, Cuyahoga County",Adzuna::API::Response::Location,Arrow International Inc,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description Description: Job Title: Rheumatology Nurse Practitioner Position Summary The Rheumatology Nurse Practitioner provides comprehensive care for patients with autoimmune, inflammatory, and musculoskeletal diseases. Working collaboratively with rheumatologists, this role focuses on the evaluation, diagnosis, and long-term management of chronic rheumatologic conditions using evidence-based, patient-centered care. Essential Duties and Responsibilities Clinical Managemen…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740299,1,Nurse Practitioner,34.850555,74763.99,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDI5OSIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.ecnZE2eyFbI092fiz0gpKu4rtK6Ti_r3-27pyNEkUoc,https://www.adzuna.com/land/ad/5875740299?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=B0323565C6A9B6BE2B11179955C4F027CA40CBDB,74763.99,-82.394,"['US', 'South Carolina', 'Greenville County', 'Greenville']","Greenville, Greenville County",Adzuna::API::Response::Location,PIEDMONT ARTHRITIS CLINIC PA,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description We are seeking an experienced Accounting Consultant to provide financial and accounting expertise to support clients through periods of growth, transition, process improvement, system implementations, or staff shortages. This role will partner with management to analyze financial data, improve accounting processes, ensure compliance, and support critical accounting functions. The ideal candidate is highly adaptable, technically strong, and capable of quickly inte…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740295,1,Accounting Consultant,35.962318,95207.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMjk1In0.YDKMuFVsopyJRsLl4qkdTmOLriEmW26wXonXG6KDaL0,https://www.adzuna.com/land/ad/5875740295?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=0A798130828FEE67372E66FE6931031338FC968A,95207.3,-79.975221,"['US', 'North Carolina', 'Guilford County', 'High Point']","High Point, Guilford County",Adzuna::API::Response::Location,LHH US,Adzuna::API::Response::Company,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,,
"Job Description Job Description Description: POSITION TITLE: CACFP (Child and Adult Food Program)/Tummy Services Coordinator STATUS : Exempt, FT GRADE: 4 DEPT: EARLY CHILDHOOD SERVICES PROGRAM: Early Childhood Financial Empowerment Services REPORTS TO: EARLY CHILDHOOD FINANCIAL SERVICES MANAGER SUPERVISES: Nutrition Specialist SUMMARY: Under the general supervision of management, The CACFP Coordinator is responsible for overseeing the day-to-day operations of the Child and Adult Care Food Progr…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740342,1,CACFP Tummy Nutrition Coordinator,,58613.8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzQyIn0.G90gSZTTOLPhdGzbyIEp_xPa_Tzo1WAX7gysCwH84Yk,https://www.adzuna.com/land/ad/5875740342?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=1AD9C29BED20962D7B4B15C188F4DE12A12D8259,58613.8,,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Adzuna::API::Response::Location,YWCA Metropolitan Chicago,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: Flexible Assembler I - V - Kingsbury Starting pay $17.00 *Sam, our AI recruiter, will contact you by phone or text within 24 hours of applying, giving you an opportunity to showcase your skills and experience for the role. About the Role We are seeking Flexible Assemblers to join our manufacturing team. This position supports the assembly, calibration, and testing of subassemblies and finished products in a fast-paced production environment. The role…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740349,1,* Flexible Assembler,41.563383,34168.59,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc0MDM0OSIsInMiOiIyTFZmX0tpcjhSRzVKNXdBanh0aVNRIn0.f4Su6gHmhYM1BarRhjGPX-alGdSfBa6UluVsQWrJSjc,https://www.adzuna.com/land/ad/5875740349?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=0074FAE8D12FCFFC141DF8867B415BCB96457C5E,34168.59,-86.813834,"['US', 'Indiana', 'LaPorte County']","LaPorte County, Indiana",Adzuna::API::Response::Location,DwyerOmega,Adzuna::API::Response::Company,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,,
"Job Description Job Description Description: Tender Touch Therapy is seeking caring and experienced Caregiver Provider to join our team. Our Caregiver providers are responsible for overall care and well-being of our clients, ensuring a fun and safe environment for them to learn and grow. We serve a wide variety of special needs including autism, ADHD, anxiety, speech, and cognitive delay. These clients thrive on mentorship, social involvement, coaching and positive attention. Our Caregiver prov…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740303,1,Child Care Provider,42.638141,31491.51,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzAzIn0._3Zp8m_ruBaAXsNVinDKRsOlR7-OLzBs1iuTjh3NWi8,https://www.adzuna.com/land/ad/5875740303?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=5A25ADED8128ED738E69CEFF70E0709C86E12A81,31491.51,-87.825501,"['US', 'Wisconsin', 'Kenosha County', 'Kenosha']","Kenosha, Kenosha County",Adzuna::API::Response::Location,Tender Touch Therapy LLC,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Wire & Cable Assembler-1st and 3rd shift Location: Utica, NY Schedule: Monday-Friday 1st 6:55am-3:25pm 3rd- 10:40pm-7:10am Pay: $17.77/hour Join Our Team We are seeking a detail-oriented Wire & Cable Assembler to join our manufacturing team supporting the production of high-quality medical devices. In this role, you will be responsible for assembling, preparing, inspecting, and testing wire and cable components while ensuring compliance with quality, safety, and …",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740302,1,Assembler Wire & Cable 3rd shift/Molding,43.080883,39377.42,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzAyIn0.vC-NDomHrgs0_9pyC5_GCGCXUqsrsbQue4MOK03w58Y,https://www.adzuna.com/land/ad/5875740302?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=FC247CF90739A2FEB4AECF5AFBDA158ACFDF7A04,39377.42,-75.218735,"['US', 'New York', 'Oneida County', 'Utica']","Utica, Oneida County",Adzuna::API::Response::Location,Adecco,Adzuna::API::Response::Company,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,,
"Job Description Job Description Description: BLOX is driven by a mission to rethink how buildings are designed, fabricated, and delivered, ensuring efficiency, scalability, and sustainability. Description We are seeking a skilled and safety focused Electrician to join our production team. In this role, you will install wire and troubleshoot electrical systems withing modular building components in a construction environment. Requirements: Job Responsibilities Install wire and electrical systems…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740346,1,Construction Electrician,33.389869,51774.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzQ2In0.z1I-PWvnCX9VbXC3V2zhdC59dbu2gBGjMi7XMALP934,https://www.adzuna.com/land/ad/5875740346?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=C1CF394EB115B4BE505A0A45C4E05D8D9887CA6D,51774.02,-86.952395,"['US', 'Alabama', 'Jefferson County', 'Bessemer']","Bessemer, Jefferson County",Adzuna::API::Response::Location,Blox,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description Description: Please Note: Must be certified in infectious diseases Responsible for providing primary healthcare to patients and families, focusing on health maintenance, disease prevention, patient education and counseling. Works under direct supervision of a physician following established guidelines as required and within established scope of practice. Demonstrates the ability to perform physical exams on all patients, neonate through the geriatric population. …",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740319,1,Nurse Practitioner - Infectious Diseases,30.648519,118734.67,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzE5In0.I4-lRtlVX36PdboxadREcsfv97aJPxLEZcHFBcu_tuk,https://www.adzuna.com/land/ad/5875740319?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=32DCF9EA26AC006242EFB0E4EB40CC463F11F04F,118734.67,-91.156496,"['US', 'Louisiana', 'East Baton Rouge Parish', 'Zachary']","Zachary, East Baton Rouge Parish",Adzuna::API::Response::Location,Southeast Community Health Systems,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Job Description Job Description Description: POSITION DESCRIPTION SUMMARY A Welder will operate appropriate equipment to put together mechanical structures or parts with great deal of precision. Is important to provide the foundation for a strong infrastructure by applying AWS D1.1 Structural welds. PRIMARY RESPONSIBILITIES · Apply welds per AWS D1.1 Structural Welding Code – Steel and or PTT weldment standards and WPS. · Layout and fabricate materials according to engineered drawings, sketches…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740343,1,NC Welder/ Fitter,34.981,29037.14,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxWZl9LaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzQwMzQzIn0.fhnPAH7_tAPrkuaoKbR5TW6UJeuEwdk4r_7nSdpsEww,https://www.adzuna.com/land/ad/5875740343?se=2LVf_Kir8RG5J5wAjxtiSQ&utm_medium=api&utm_source=abfa41a4&v=9F25BCEA63963758657A205389BAD14A0D0E2F06,29037.14,-79.2242,"['US', 'North Carolina', 'Hoke County', 'Raeford']","Raeford, Hoke County",Adzuna::API::Response::Location,Pennsylvania Transformer Technology LLC,Adzuna::API::Response::Company,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,,
"Job Description Job Description Description: Are you excited about starting a rewarding career in the electrical trade? Do you want to learn in a supportive, hands-on environment alongside experienced professionals? Join our team as an Electrical Apprentice and begin building a long-term career. Why Join Our Team Comprehensive benefits: 401(k), medical, dental, vision, life, AD&D, short- and long-term disability, critical illness, accident, and hospital indemnity coverage Paid holidays and vaca…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740341,1,Commercial Electrical Service Apprentice,32.683322,65888.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWw2Ql9haXI4UkczV05qN3VVSThNdyIsImkiOiI1ODc1NzQwMzQxIn0.kasTacnBb8QV8KvJmK9Xs78HKp6bUKdGC1CIL-OSwbo,https://www.adzuna.com/land/ad/5875740341?se=El6B_air8RG3WNj7uUI8Mw&utm_medium=api&utm_source=abfa41a4&v=3BC5C91C8AD67EF33B028A12609FB0A3791339C9,65888.2,-85.403409,"['US', 'Alabama', 'Lee County', 'Opelika']","Opelika, Lee County",Adzuna::API::Response::Location,"Dixie Electric, Plumbing, Air, and Doors",Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
"Job Description Job Description Description: Valve Tester Overview This position performs on-site work in the assembly, maintenance, testing and inspection of manual and/or hydraulic valves utilized in Oil & Gas fracturing operations. Travels to remote client worksites to perform service on equipment. Possesses strong technical skills to troubleshoot and resolve problems without any direct supervision. Essential Duties & Responsibilities Understands and follows all HR, HSE and Quality Managemen…",2026-09-08T12:07:12Z,Adzuna::API::Response::Job,5875740347,1,Valve Tester,31.991601,34772.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWw2Ql9haXI4UkczV05qN3VVSThNdyIsImkiOiI1ODc1NzQwMzQ3In0.yio08-wCbatF-KFDaZDgPSYcls5b2Xp2aeTJzGci2gk,https://www.adzuna.com/land/ad/5875740347?se=El6B_air8RG3WNj7uUI8Mw&utm_medium=api&utm_source=abfa41a4&v=E92557EFDE7F03BCBB4098300672AB0B9B91FFCB,34772.93,-102.083254,"['US', 'Texas', 'Midland County', 'Midland']","Midland, Midland County",Adzuna::API::Response::Location,One X,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description Description: Jones-Hamilton Co. is seeking an experienced Maintenance Electrician to join our team. In this critical role, you will help ensure the safe, reliable, and efficient operation of our manufacturing facility by troubleshooting, repairing, installing, and maintaining electrical, mechanical, and facility systems. If you have extensive industrial electrical experience and enjoy solving complex equipment challenges in a fast-paced manufacturing environment,…",2026-09-08T12:07:11Z,Adzuna::API::Response::Job,5875740251,1,Maintenance Electrician,34.716394,56802.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWw2Ql9haXI4UkczV05qN3VVSThNdyIsImkiOiI1ODc1NzQwMjUxIn0.1bIFNWKNlsWvIponVWkvkwjZ8x_zVzVP64iAw3T0b8o,https://www.adzuna.com/land/ad/5875740251?se=El6B_air8RG3WNj7uUI8Mw&utm_medium=api&utm_source=abfa41a4&v=7A5CD97CF6DFD74E2B4A40A6D9D8227A92A173A2,56802.1,-81.018934,"['US', 'South Carolina', 'Chester County', 'Richburg']","Richburg, Chester County",Adzuna::API::Response::Location,Jones-Hamilton Co.,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description If being a part of a world-class organization that operates in some of the most advanced technological environments around the world sounds like a dream job, Network Connex might be the right fit for you! You’ll be part of a team working together to solve customer problems every day, with compensation and benefits that are an investment in your career, financial future, and overall well-being. In addition to competitive base pay, Network Connex offers a comprehen…",2026-09-08T12:07:11Z,Adzuna::API::Response::Job,5875740219,1,Technician - Data Centers,32.530914,36544.63,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWw2Ql9haXI4UkczV05qN3VVSThNdyIsImkiOiI1ODc1NzQwMjE5In0.5FF1eUiTOq4Ig0fFjgJwHJmDdj2To3WC02EKOG1wAao,https://www.adzuna.com/land/ad/5875740219?se=El6B_air8RG3WNj7uUI8Mw&utm_medium=api&utm_source=abfa41a4&v=8424E216B8F5ED628C9B6BED7FE33BDE13189198,36544.63,-92.105505,"['US', 'Louisiana', 'Ouachita Parish', 'Monroe']","Monroe, Ouachita Parish",Adzuna::API::Response::Location,Network Connex,Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
"Job Description Job Description At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. Thank you for taking the time to explore a career with us. As the fastest …",2026-09-08T12:07:11Z,Adzuna::API::Response::Job,5875740281,1,PMHNP Nurse Practitioner Chicago Lincoln Park,,117327.76,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWw2Ql9haXI4UkczV05qN3VVSThNdyIsImkiOiI1ODc1NzQwMjgxIn0.pZMw_sbr01OXeQiEoRImquvBLYqqSmH67gOF7gYcMxQ,https://www.adzuna.com/land/ad/5875740281?se=El6B_air8RG3WNj7uUI8Mw&utm_medium=api&utm_source=abfa41a4&v=C67CE8780901C77768C8B8BF58F154452736A156,117327.76,,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Adzuna::API::Response::Location,LifeStance Health,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
