description,longitude,adref,id,redirect_url,salary_max,salary_is_predicted,latitude,created,__CLASS__,salary_min,title,company.__CLASS__,company.display_name,category.__CLASS__,category.tag,category.label,location.area,location.__CLASS__,location.display_name,contract_time,contract_type
"Take control of your schedule, your clients, and your income with high-end private duty care. Pay Rates starting at $200 per eval and $150 each subsequent visit (varies by client, negotiated prior to starting case) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassion…",-122.413671,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTg5In0.KLTBNxygw94QQYVsd0Q3La05oHTdMrn3osYyfyRjbLI,5689861989,https://www.adzuna.com/details/5689861989?utm_medium=api&utm_source=abfa41a4,107265.38,1,37.748423,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,107265.38,Private Duty Therapy (OT) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'San Francisco', 'Mission District']",Adzuna::API::Response::Location,"Mission District, San Francisco",,contract
"Are you seeking Private Duty Work? Pay rates starting at $40/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to deliver personalized one-on-one care to clients in their homes. Th…",-122.413671,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk4NyIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.5LaqtkDT2EPKHW9MhiqNmP-7db3FiLJxbRnS8wTNwAw,5689861987,https://www.adzuna.com/details/5689861987?utm_medium=api&utm_source=abfa41a4,84630.04,1,37.748423,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,84630.04,Private Duty Nurse (LVN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'San Francisco', 'Mission District']",Adzuna::API::Response::Location,"Mission District, San Francisco",,contract
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.425551,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTc2In0.oFslYpHi1hNUncm_SWSTFbhyuOIMDuGYrVufbqbqsDc,5689861976,https://www.adzuna.com/details/5689861976?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.557278,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'Parrish']",Adzuna::API::Response::Location,"Parrish, Manatee County",part_time,
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay Rates starting at $200 per eval and $150 each subsequent visit (varies by client, negotiated prior to starting case) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassio…",-118.258251,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTczIn0.nS7GH10FFlogihAtpptspp8kUgHrmEdq44RnMEL83ag,5689861973,https://www.adzuna.com/details/5689861973?utm_medium=api&utm_source=abfa41a4,109207.14,1,34.008137,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,109207.14,Private Duty Therapy (OT) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'Los Angeles County', 'Market']",Adzuna::API::Response::Location,"Market, Los Angeles County",,contract
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $40/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-117.16431,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTk0In0.sEtapL-6BQdV6QsdXQlMhT6CXLH4vkf6gL-rYoG2BLc,5689861994,https://www.adzuna.com/details/5689861994?utm_medium=api&utm_source=abfa41a4,83680.13,1,32.7211,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,83680.13,Private Duty Nurse (LVN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'San Diego County', 'San Diego']",Adzuna::API::Response::Location,"San Diego, San Diego County",,contract
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.57164,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk5NiIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.kkx4P255FA8955qeKR9bb5BkE6940mF4-sEeDwhMeu8,5689861996,https://www.adzuna.com/details/5689861996?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.43992,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Hiring Experienced Caregivers (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'South Bradenton']",Adzuna::API::Response::Location,"South Bradenton, Manatee County",part_time,
"Are you seeking Private Duty Work? Pay rates starting at $35/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to deliver personalized one-on-one care to clients in their homes. Th…",-97.767616,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTc4In0.DR8chwytgH68rcIbpM00pFIz9-bMJZVNFHiMaJYHOAU,5689861978,https://www.adzuna.com/details/5689861978?utm_medium=api&utm_source=abfa41a4,76311.91,1,30.346116,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,76311.91,Private Duty Nurse (LPN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Texas', 'Travis County', 'Camp Mabry']",Adzuna::API::Response::Location,"Camp Mabry, Travis County",,contract
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $70/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-122.413671,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYyMDAwIn0.OnY4KqRren40aKqTsc16oj6uL1OYI6aUebWtM_1Lh28,5689862000,https://www.adzuna.com/details/5689862000?utm_medium=api&utm_source=abfa41a4,68193.08,1,37.748423,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,68193.08,Private Duty Nurse (RN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'San Francisco', 'Mission District']",Adzuna::API::Response::Location,"Mission District, San Francisco",,contract
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.528321,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk4NCIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.qmep3tKf5vd0MW5bQgGQcOn3UwRpyUbBxrigwc60UAQ,5689861984,https://www.adzuna.com/details/5689861984?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.367108,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'Tallevast']",Adzuna::API::Response::Location,"Tallevast, Manatee County",part_time,
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-81.745437,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTgzIn0.158ZjTRy3SEnDf9KpIalAHBBiRTI9EQ1GGnt7HSdu68,5689861983,https://www.adzuna.com/details/5689861983?utm_medium=api&utm_source=abfa41a4,39520.0,0,26.563913,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Lee County', 'Gateway']",Adzuna::API::Response::Location,"Gateway, Lee County",part_time,
"Location: Redmond, Kirkland, and surrounding areas. Become a Caregiver with TheKey while building a meaningful career in a growing industry! TOP PAY RATES - $22-24 per hour Short 4-hour shifts pay $25-$26 per hour Currently hiring for all shifts ( daytime and weekend coverage highly preferred ) Full-time and part-time available opportunities available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local tea…",-122.1209,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk5MSIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.nymuaZtxCnyE_641M0MwbRDFYZxMl7ej6nbGIHeyPEE,5689861991,https://www.adzuna.com/details/5689861991?utm_medium=api&utm_source=abfa41a4,47840.0,0,47.6829,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,45760.0,Caregivers Needed – CNA/HCA Required,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Washington', 'King County', 'Redmond']",Adzuna::API::Response::Location,"Redmond, King County",part_time,
"Job Description: Position Details: $96,200 annual guarantee Monday thru Friday schedule - Home Daily 6 weeks of training will be in Springfield, MA We Deliver the Goods: Competitive pay and benefits, including Day 1 Health & Wellness Benefits, Employee Stock Purchase Plan, 401K Employer Matching, Education Assistance, Paid Time Off, and much more Growth opportunities performing essential work to support America’s food distribution system Safe and inclusive working environment, including culture…",-72.603571,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTY3In0.VXW4remHB0gIrHYmbkbyHpt2h1aQ0_Sc-oM1CGDt6Fc,5689861967,https://www.adzuna.com/land/ad/5689861967?se=gh75UC4w8RGyzcm9L2Uavw&utm_medium=api&utm_source=abfa41a4&v=DD2E236D1AFF9D69E029C1EB17E10ACCFF03B7BA,76373.79,1,41.862557,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,76373.79,CDL A Delivery Driver,Adzuna::API::Response::Company,Performance Foodservice,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Connecticut', 'Hartford County', 'East Windsor Hill']",Adzuna::API::Response::Location,"East Windsor Hill, Hartford County",,
"Are you seeking Private Duty Work? Pay rates starting at $35/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to deliver personalized one-on-one care to clients in their homes. Th…",-96.803475,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTcxIn0.iQYSkyyDxUI1zvzPyz2Cu3C0ckHr2EyviMRgT6V38rI,5689861971,https://www.adzuna.com/details/5689861971?utm_medium=api&utm_source=abfa41a4,77863.49,1,32.780879,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,77863.49,Private Duty Nurse (LPN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",,contract
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-81.83619,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MjAwMiIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.pm9jE4x3mYZaRK0W4QXU7y7jRODDWVXg4mUsVhEMW2Y,5689862002,https://www.adzuna.com/details/5689862002?utm_medium=api&utm_source=abfa41a4,39520.0,0,26.63163,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Lee County', 'Fort Myers']",Adzuna::API::Response::Location,"Fort Myers, Lee County",part_time,
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $50/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-96.803475,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk5MCIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.ZwzVIZyUb0Sbwl0jieMlx5bQZOdB4Dil-a4zL1Uix80,5689861990,https://www.adzuna.com/details/5689861990?utm_medium=api&utm_source=abfa41a4,69141.04,1,32.780879,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,69141.04,Private Duty Nurse (RN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",,contract
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $60/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-122.3462,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk5OSIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.O_skoxEgw2aPL8qrkl36F6-Mkj6cQOWlEGXMHQCGwxI,5689861999,https://www.adzuna.com/details/5689861999?utm_medium=api&utm_source=abfa41a4,65790.68,1,47.6275,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,65790.68,Private Duty Nurse (RN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Washington', 'King County', 'Queen Anne']",Adzuna::API::Response::Location,"Queen Anne, King County",,contract
"Are you seeking Private Duty Work? Pay rates starting at $35/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to deliver personalized one-on-one care to clients in their homes. Th…",-122.3462,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTg1In0.CZt7WPmJAx9tLHET_r9ZRhOVn4o34fu7T2pGHOZrcKo,5689861985,https://www.adzuna.com/details/5689861985?utm_medium=api&utm_source=abfa41a4,79903.45,1,47.6275,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,79903.45,Private Duty Nurse (LPN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Washington', 'King County', 'Queen Anne']",Adzuna::API::Response::Location,"Queen Anne, King County",,contract
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay Rates starting at $250 per eval and $200 each subsequent visit (varies by client, negotiated prior to starting case) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassio…",-122.413671,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk3MiIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.gvvG4VIH4-NcByYaT1To2htIsovUGiQ9dLdggGOeBzg,5689861972,https://www.adzuna.com/details/5689861972?utm_medium=api&utm_source=abfa41a4,100653.93,1,37.748423,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,100653.93,Private Duty Therapy (PT) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'San Francisco', 'Mission District']",Adzuna::API::Response::Location,"Mission District, San Francisco",,contract
"Location: Cheney, Medical Lake, Spokane and surrounding communities. Become a Caregiver with TheKey while building a meaningful career in a growing industry! TOP PAY RATES - $20-$24 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-117.581266,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk4MCIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.Rq4xFIMSuT-ofIHblPNj5tbfWX7Jb6mFZJEw5NiHG6s,5689861980,https://www.adzuna.com/details/5689861980?utm_medium=api&utm_source=abfa41a4,49920.0,0,47.504298,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,41600.0,In-Home Caregivers  Weekly Pay - $500 Sign-On Bonus!,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Washington', 'Spokane County', 'Cheney']",Adzuna::API::Response::Location,"Cheney, Spokane County",part_time,
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.629488,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk3NSIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.vMGwVKi60dZwGbs3rsCy2V8v076o6Tp4MA6pM_pSjhs,5689861975,https://www.adzuna.com/details/5689861975?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.488679,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'West Bradenton']",Adzuna::API::Response::Location,"West Bradenton, Manatee County",part_time,
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $50/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-97.767616,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk4MiIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.W0IIaBxmBYHDMe08tXlIeoli8WR5CJT6os6OSHOkuu8,5689861982,https://www.adzuna.com/details/5689861982?utm_medium=api&utm_source=abfa41a4,67763.33,1,30.346116,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,67763.33,Private Duty Nurse (RN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Texas', 'Travis County', 'Camp Mabry']",Adzuna::API::Response::Location,"Camp Mabry, Travis County",,contract
"URGENTLY HIRING CAREGIVERS! 4-12 hour shifts available. Weekend availability is always a plus! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support…",-82.528321,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTg2MTk3NCIsInMiOiJnaDc1VUM0dzhSR3l6Y205TDJVYXZ3In0.eD3JRjohItbHY4iGEwzcebqV0CfgoYz_6oudw9amv9s,5689861974,https://www.adzuna.com/details/5689861974?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.367108,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'Tallevast']",Adzuna::API::Response::Location,"Tallevast, Manatee County",part_time,
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.552201,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTk1In0.A_NKzsFMJVumZTrmTp3EKhpkbfnxZ23Lkb6G4AZnGxo,5689861995,https://www.adzuna.com/details/5689861995?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.55158,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'Rubonia']",Adzuna::API::Response::Location,"Rubonia, Manatee County",part_time,
"URGENTLY HIRING CAREGIVERS! Become a Caregiver with TheKey and earn TOP PAY RATES of $17.00 per hour while building a meaningful career in a growing industry! TOP PAY RATES - $17.00 per hour Currently hiring for all shifts Full-time and part-time available TheKey is the largest provider of private pay in-home care for aging seniors in North America. As an Employer of Choice , our dedicated local teams provide exceptional support to our caregivers while they transform the lives of aging adults. …",-82.520908,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYxOTc3In0.uKP6u_6SMyXI2PtApIXFBuKXoM7y40sWne790BnAnCg,5689861977,https://www.adzuna.com/details/5689861977?utm_medium=api&utm_source=abfa41a4,37440.0,0,27.442922,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,35360.0,Experienced Caregiver (CNA/PCA/HHA),Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,"['US', 'Florida', 'Manatee County', 'Oneco']",Adzuna::API::Response::Location,"Oneco, Manatee County",part_time,
" Take control of your schedule, your clients, and your income with high-end private duty care. Pay rates starting at $35/hr (varies on case by case basis, negotiated prior to starting case ) Who We Are: Concierge Nursing Referral Services, a branch of TheKey, is a top-tier nursing referral service. We connect private duty nurses (RN and LPN) and therapists (PT, PTA, OT, etc.) with discerning VIP clients seeking in-home care. We collaborate with experienced and compassionate clinicians to delive…",-118.258251,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2g3NVVDNHc4Ukd5emNtOUwyVWF2dyIsImkiOiI1Njg5ODYyMDAxIn0.w0EUvz7pB5lQqlz2Qm7BhAQO8lSgUs4yBezdnmG05J0,5689862001,https://www.adzuna.com/details/5689862001?utm_medium=api&utm_source=abfa41a4,86760.02,1,34.008137,2026-04-04T08:43:25Z,Adzuna::API::Response::Job,86760.02,Private Duty Nurse (LVN) – Concierge In-Home Care | Flexible Schedule | 1099,Adzuna::API::Response::Company,Home Care Assistance,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'California', 'Los Angeles County', 'Market']",Adzuna::API::Response::Location,"Market, Los Angeles County",,contract
