description,adref,latitude,created,id,longitude,__CLASS__,salary_min,salary_is_predicted,title,salary_max,redirect_url,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
"Job Description Job Description Position Title: Sleep Technologist Location: Detroit Receiving Hospital, Detroit, MI Employment Type: Full-Time, Night Shift Company: Forward Labs Overview: Join Forward Labs as a Sleep Technologist and make a meaningful impact by providing compassionate care to patients with sleep apnea in an acute care setting. Be part of a dynamic team dedicated to improving lives through quality care and cutting-edge sleep solutions. Key Responsibilities: Educate patients on …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NDMzIn0.YQZnsgl4eeMTAEeHa73CbH5UB4_RYKLDUe1VISSUc_U,42.348495,2026-09-03T12:57:44Z,5869434433,-83.0603,Adzuna::API::Response::Job,84980.48,1,Registered Sleep Technologist - Night Tech,84980.48,https://www.adzuna.com/land/ad/5869434433?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=C7B86B03A6E0F61B9DF2FF978D1EB5A810D12B50,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Michigan', 'Wayne County', 'Detroit']",Adzuna::API::Response::Location,"Detroit, Wayne County",Forward Labs,Adzuna::API::Response::Company,,
"Job Description Job Description Melissa Owens| President P: (386)339-0839 |E: melissa@alliedsearchpartners.com Schedule a Meeting: https://calendly.com/melissaowens Job Description Job ID: 2824368 Job Title: Cytotechnologist - Permanent Location: Hamilton, NJ Job Summary: The Cytotechnologist performs specialized and complex testing that involves microscopic screening and evaluation of gynecological and non-gynecological specimens; provides interpretations to the Supervisory cytotechnologist an…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ3MiIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.it1EJPXZByQU7bJOqH1uZR3XaksWbKJ27A8qhJYZXd4,40.218743,2026-09-03T12:57:44Z,5869434472,-74.767355,Adzuna::API::Response::Job,98655.35,1,Cytotechnologist,98655.35,https://www.adzuna.com/land/ad/5869434472?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=E578451A8E0C11963D3927BBE1993A54F3B4C231,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,"['US', 'New Jersey', 'Mercer County', 'Trenton']",Adzuna::API::Response::Location,"Trenton, Mercer County",MRINetwork Jobs,Adzuna::API::Response::Company,,
"Job Description Job Description Experienced Residential HVAC Installer Morrison Mechanical HVAC Services Fallbrook, CA Job Type: Full-Time Pay: $500 Per Install (DOE) Join Our Team! Morrison Mechanical HVAC Services is a veteran-owned, family-operated HVAC company proudly serving San Diego, Riverside, Orange, and South Los Angeles Counties. We are committed to quality workmanship, exceptional customer service, and treating our employees like family. We are looking for an experienced HVAC Instal…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDUxNSIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.ueJYRjvYT-LIcy6A8wHSANM_PZgF9YrULubxLE_irY4,33.37642,2026-09-03T12:57:44Z,5869434515,-117.251147,Adzuna::API::Response::Job,61783.65,1,Experienced Residential HVAC Installer,61783.65,https://www.adzuna.com/land/ad/5869434515?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=0897BBC502C6167EEE4DE8FD07D1F6B55043CEFF,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'California', 'San Diego County', 'Fallbrook']",Adzuna::API::Response::Location,"Fallbrook, San Diego County",Morrison Mechanical HVAC Services,Adzuna::API::Response::Company,,
"Job Description Job Description Sargent Electric Company (www.sargentelectric.com) - Consistently named one of the Top Fastest Growing Companies. Also, Awarded Safety recognition by Specialty Trades Insurance Company for the large company bracket and The Association of Union Constructors ! Established in 1907, Sargent Electric Company has since evolved into one of the largest electrical contracting companies in the area, providing comprehensive services to our clients. We are looking for an exp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ2OSIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.NsCakjwmrgTE30FN1h-Wn2XRCh7xreQf9m3vuNVqxAA,40.441694,2026-09-03T12:57:44Z,5869434469,-79.990086,Adzuna::API::Response::Job,86958.9,1,Project Engineer,86958.9,https://www.adzuna.com/land/ad/5869434469?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=0CDC644EF27B1F95507DC02A90510F59491BBC0B,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,"Pittsburgh, Allegheny County",Sargent Electric,Adzuna::API::Response::Company,,
"Job Description Job Description About Utility Pipeline Ltd. Utility Pipeline Ltd. (UPL) is a natural gas distribution management company providing engineering, construction, maintenance, and operational services across multiple states. With a strong commitment to safety, integrity, and teamwork, we deliver reliable and affordable energy solutions to communities while investing in our employees’ success and development. Why Join UPL At UPL, you’ll build a hands-on career in a stable, essential i…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ2NyIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.XDotiLyGoEWX6yZlkNTSzDuOG1oR_EkZgz20GxJZq_g,41.04422,2026-09-03T12:57:44Z,5869434467,-83.649932,Adzuna::API::Response::Job,77965.88,1,"Gas Utility Technician - Tiffin, Ohio",77965.88,https://www.adzuna.com/land/ad/5869434467?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=00A58A3837646A27D7E74C0BF3E2C9EA1CA88A67,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,"['US', 'Ohio', 'Hancock County', 'Findlay']",Adzuna::API::Response::Location,"Findlay, Hancock County",Utility Pipeline Ltd,Adzuna::API::Response::Company,,
"Job Description Job Description Occupational Therapist Career Opportunity Your Calling, Close to Home and Heart Are you in pursuit of a career that's more than a job, one that aligns with your heart and community? We believe in the power of creating positive change within local communities through exceptional Occupational Therapy services, empowering individuals toward independence and an improved quality of life. Envision the opportunity to profoundly impact patients' lives, providing vital ca…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ1MCIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.XxxN-5mCgDGq1bAwjiOGVKsCbC87hMuUJtYjXjt6uoo,33.95965,2026-09-03T12:57:44Z,5869434450,-81.060075,Adzuna::API::Response::Job,95853.5,1,Occupational Therapist,95853.5,https://www.adzuna.com/land/ad/5869434450?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=B18B33A8E76A706590D9C5EC467337BC8BDE3F4A,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'South Carolina', 'Lexington County', 'Cayce']",Adzuna::API::Response::Location,"Cayce, Lexington County",Encompass Health Rehabilitation Hospital of Irmo,Adzuna::API::Response::Company,,
"Job Description Job Description Join Our Growing U.S. Team at Eupry! Would you like to launch your career in the life science industry? Eupry is looking for a part-time Customer Support Intern to help handle customer inquiries via phone and email out of our Raleigh, NC office. This is a unique opportunity to not only support customers but also play a pivotal role in building the culture of our brand-new U.S. office. What You'll Do As a Customer Support Intern, your primary responsibility will b…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NTY3In0.ba4pMIQO_cx6aoobi3bYrau8bDI8l09S1URmap17cPc,35.77443,2026-09-03T12:57:44Z,5869434567,-78.631362,Adzuna::API::Response::Job,43451.99,1,US Office Support and Operations Intern,43451.99,https://www.adzuna.com/land/ad/5869434567?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=0AC1103D50EFF611C0C769610D2BB5150A1A256A,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'North Carolina', 'Wake County', 'Raleigh']",Adzuna::API::Response::Location,"Raleigh, Wake County",Eupry,Adzuna::API::Response::Company,,
"Job Description Job Description JOB DESCRIPTION Our Company : LinkJobs was founded in Atlanta, Georgia, by a medical doctor with 30 years of experience owning and operating businesses in the healthcare industry. Our reputation is built on understanding the intricacies within health care. We specialize in placing advanced practice, mid-level, and allied health clinicians, as well as non-clinical health care professionals in the positions that are the best fit for them. LinkJobs works with large …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NDM2In0.-bYAKj0HBQ2t68F2wdEoc_iNBVtxAHWjsqCJSsqnYrE,34.058626,2026-09-03T12:57:44Z,5869434436,-84.385744,Adzuna::API::Response::Job,41722.9,1,Home Visiting Nurse Practitioner (FT | 1099 Contractor),41722.9,https://www.adzuna.com/land/ad/5869434436?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=ACC60CE88E9C92D857B575101425DBFC0F8AD5D1,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Fulton County', 'Roswell']",Adzuna::API::Response::Location,"Roswell, Fulton County",Link Jobs,Adzuna::API::Response::Company,,
"Job Description Job Description Occupational Therapist Career Opportunity Your Calling, Close to Home and Heart Are you in pursuit of a career that's more than a job, one that aligns with your heart and community? We believe in the power of creating positive change within local communities through exceptional Occupational Therapy services, empowering individuals toward independence and an improved quality of life. Envision the opportunity to profoundly impact patients' lives, providing vital ca…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NTUwIn0.dYorVI5dvlRnUr9zSPI-TJv7dD_jRM6bewUWrs0nfjU,35.962318,2026-09-03T12:57:44Z,5869434550,-79.975221,Adzuna::API::Response::Job,65574.45,1,Occupational Therapist,65574.45,https://www.adzuna.com/land/ad/5869434550?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=92468C5E1949AB12C50BC5D8E04C6F1F93C47432,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'North Carolina', 'Guilford County', 'High Point']",Adzuna::API::Response::Location,"High Point, Guilford County","Novant Health Rehabilitation Hospital, an affiliate of Encompass Health",Adzuna::API::Response::Company,,
"Job Description Job Description What does it mean to join the Sandhurst Apartment Management team? By becoming a maintenance technician at one of our distinctive apartment communities, you’ll earn both competitive earnings and a benefits package designed to meet the diverse needs of our employees and their families. As our newest maintenance technician, your direct interaction with residents and vendors will place you as one of company's on-site representatives. Essential Functions: As a mainte…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDUwNyIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.aPZDx-LqfKmC0ZJw2z1Ay-GaGEOiU_MYR8l48gSBS_k,39.104173,2026-09-03T12:57:44Z,5869434507,-94.599852,Adzuna::API::Response::Job,31571.56,1,Maintenance,31571.56,https://www.adzuna.com/land/ad/5869434507?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=36E250B695713A98E5857AB3A43D7FB45CBF1F77,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Missouri', 'Jackson County', 'Kansas City']",Adzuna::API::Response::Location,"Kansas City, Jackson County",SANDHURST APARTMENT MANAGEMENT,Adzuna::API::Response::Company,,
"Job Description Job Description Description: Attention all Nurse Practitioners, we are calling you to partner with us as independent contractors providing services to our Military Service members. We primarily work weekends, with some occasional weekdays under the Reserve Health Readiness Program (RHRP) in the State of _________ on an ""as needed basis"". We provide health readiness services to meet the medical and dental requirements to maintain a deployable military force for the following: U.S…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ4NyIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.hePZREQE2v-pcC18TTcxlo2vNKL6zgTrPYMRyV44FOQ,41.330867,2026-09-03T12:57:44Z,5869434487,-88.708129,Adzuna::API::Response::Job,85370.13,1,Nurse Practitioner,85370.13,https://www.adzuna.com/land/ad/5869434487?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=2B583C6790481EF44195D80301D8196C8D660616,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Marseilles']",Adzuna::API::Response::Location,"Marseilles, LaSalle County",DOCS Health,Adzuna::API::Response::Company,,
"Job Description Job Description Position Summary We are seeking a dedicated and skilled Phlebotomist for a full-time role, working Monday through Friday from 7AM to 3PM. The ideal candidate will be responsible for accurate and timely specimen collection, maintaining patient safety, and ensuring compliance with all laboratory procedures and regulations. Job Responsibilities Patient Verification: Accurately verify test requisitions by comparing them with nursing station logs and resolving discrep…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDYxNSIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.KgLr2g7LezR14_LuWWaex1mZ5AJWThgeyUNP2poHE24,39.41955,2026-09-03T12:57:44Z,5869434615,-76.780253,Adzuna::API::Response::Job,42291.48,1,Mobile Phlebotomy Stat 7am-3pm,42291.48,https://www.adzuna.com/land/ad/5869434615?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=7EB9C7D19F4EFD2797C75A810E844B6413E15A25,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Maryland', 'Baltimore County', 'Owings Mills']",Adzuna::API::Response::Location,"Owings Mills, Baltimore County",Diamond Medical Laboratories,Adzuna::API::Response::Company,,
"Job Description Job Description Now Hiring: Store Manager – Ice Cream Dream Team Do you believe sprinkles make everything better? Are you a natural leader who loves making people smile? If so… we want YOU on our team! About the Role We’re looking for a high-energy, people-loving Store Manager to help lead our ice cream shop to sweet success! You’ll be the right-hand hero to the District Manager, keeping operations smooth, customers happy, and the vibes as fun as our flavors. What You’ll Be Doin…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDUxOCIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.1esyYVIbEMDBTpm5SwtezRIe6567uVceXnbZKKJpsPo,42.051966,2026-09-03T12:57:44Z,5869434518,-88.044457,Adzuna::API::Response::Job,71712.74,1,Store Manager,71712.74,https://www.adzuna.com/land/ad/5869434518?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=6E6ABE6AC3627FD4EA9A4CE089485E9CBCD1A71B,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Cook County', 'Schaumburg']",Adzuna::API::Response::Location,"Schaumburg, Cook County",Hoffmann Oberweis Dairy,Adzuna::API::Response::Company,,
"Job Description Job Description Description: Data Manager Level II Atlanta, GA Full-Time Clearance Required: CDC Background Check (Active or Eligible) Tamayo Federal Solutions (TFS) is seeking qualified candidates for anticipated contract opportunities. Positions advertised are contingent upon successful contract award and government funding. Candidates may be considered and interviewed prior to award; however, employment offers and start dates are subject to contract award, government approval…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NDgzIn0.l_WswyH0eqLb5_9nqU7x9KFAwltpOoQjcFHqLuB9Em0,33.755711,2026-09-03T12:57:44Z,5869434483,-84.388372,Adzuna::API::Response::Job,84781.42,1,Data Manager Level 2,84781.42,https://www.adzuna.com/land/ad/5869434483?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=DA3281D53E711F9EBF67E023B46643722A568692,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County",Tamayo Federal Solutions LLC,Adzuna::API::Response::Company,,
"Job Description Job Description Description: Attention all Nurse Practitioners, we are calling you to partner with us as independent contractors providing services to our Military Service members. We primarily work weekends, with some occasional weekdays under the Reserve Health Readiness Program (RHRP) in the State of Alabama on an ""as needed basis"". We provide health readiness services to meet the medical and dental requirements to maintain a deployable military force for the following: U.S. …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NTYyIn0.ajhxhQVJy6EE8i6nhvrJmDL8tnzsWQckEhMWZqfQD04,32.398932,2026-09-03T12:57:44Z,5869434562,-86.322464,Adzuna::API::Response::Job,78527.27,1,Nurse Practitioner,78527.27,https://www.adzuna.com/land/ad/5869434562?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=1D7CD9B6706521705FC0954FCC80BAE9D3DA06FE,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Alabama', 'Montgomery County', 'Montgomery']",Adzuna::API::Response::Location,"Montgomery, Montgomery County",DOCS Health,Adzuna::API::Response::Company,,
"Job Description Job Description Description: Collision Repair Technician Auto Body Sumter, SC Sumter Description Who We Are At Better Collision Centers , we’re not just fixing cars—we’re restoring trust, confidence, and peace of mind. We are one of the fastest-growing collision repair companies in the United States, doubling revenue year over year for the past four years, with even greater growth on the horizon. Our people-first culture ensures that teammates don’t just clock in—they buy in. Ou…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NjEwIn0.PxTWET9BGdLkbAZSVuUJroHVhnHRUOmt9n25fEKRKQ4,33.874579,2026-09-03T12:57:44Z,5869434610,-80.354089,Adzuna::API::Response::Job,51490.5,1,Body Technician,51490.5,https://www.adzuna.com/land/ad/5869434610?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=7F2F6D3296361D95D2C6151A9CCCA662CE03345B,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'South Carolina', 'Sumter County', 'Sumter']",Adzuna::API::Response::Location,"Sumter, Sumter County",Better Collision Collisions Inc,Adzuna::API::Response::Company,,
"Job Description Job Description Company Overview Asset Living is a third-party management firm and a proven partner in fostering thriving communities nationwide. Founded in 1986, Asset Living has decades of experience delivering exceptional value to our partners. Since the beginning, our undeniable passion has driven our organic growth from a small property management firm to one of the most trusted allies in real estate. Asset Living's growing portfolio includes a multitude of properties acros…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NTQwIn0.WqBGiuI3g-MpDOmFaAor8MeHVbZwECf5m88HccfEvFk,39.5254,2026-09-03T12:57:44Z,5869434540,-119.813527,Adzuna::API::Response::Job,67407.99,1,Regional Manager,67407.99,https://www.adzuna.com/land/ad/5869434540?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=60958B8045E1D1A36E8090AA3F1B11234F8CF952,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,"['US', 'Nevada', 'Washoe County', 'Reno']",Adzuna::API::Response::Location,"Reno, Washoe County",Asset Living Corporate Team,Adzuna::API::Response::Company,,
"Job Description Job Description TEXT ‘COSTCUTTERS81’ to 44000 TO APPLY NOW! Check us out on Instagram! @costcuttersofmichigan Whether you’re just starting out, looking for a change, or returning to the industry, we’ll help you grow and support you in achieving your goals! What we offer: Unlimited earning potential A great guaranteed starting hourly wage  service & retail commissions  tips NONE of the costs of operating a chair or suite rental! Take home 100% of your tips every day! An immediate…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoibU56bGxybW44UkdnZnRBVHJtWmwxUSIsImkiOiI1ODY5NDM0NTg0In0.pBJfAdRtGKz50ai6uJcOfDZi__aENTgir2LtQfbrFVA,44.251953,2026-09-03T12:57:44Z,5869434584,-85.401162,Adzuna::API::Response::Job,35245.82,1,Hair Stylist,35245.82,https://www.adzuna.com/land/ad/5869434584?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=FA8BBB0182E680E7097DF576F51E3B346CDBF084,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,"['US', 'Michigan', 'Wexford County', 'Cadillac']",Adzuna::API::Response::Location,"Cadillac, Wexford County",Cost Cutters,Adzuna::API::Response::Company,,
"Job Description Job Description We are currently searching for a Facilities Maintenance Technician, reporting to a Territory Supervisor, to add to our service delivery team to deliver the highest standard of commercial maintenance and customer service to our clients. This is a perfect opportunity for a passionate, skilled commercial technician who is a detail-oriented, self-starter who enjoys travel, variety, autonomy, and being a part of a supportive, growing company. In this role, you will be…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQzOCIsInMiOiJtTnpsbHJtbjhSR2dmdEFUcm1abDFRIn0.t2iZhm5Hv6w9-Sv2D2lt2mDe2LBM8yitPxpNjA5wlc8,32.798895,2026-09-03T12:57:44Z,5869434438,-96.767002,Adzuna::API::Response::Job,40131.44,1,Facilities Maintenance Technician,40131.44,https://www.adzuna.com/land/ad/5869434438?se=mNzllrmn8RGgftATrmZl1Q&utm_medium=api&utm_source=abfa41a4&v=20ACEE75AD6EAB011964BCDBBDFF8256AC524CB4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Dallas']",Adzuna::API::Response::Location,"Dallas, Texas",American Repair Maintenance,Adzuna::API::Response::Company,,
"Job Description Job Description Nurse Practitioner – Veteran Medical Evaluations IMA is seeking a compassionate Nurse Practitioner to conduct medical evaluations for veterans related to service-connected disability claims. This role is evaluation-only (no treatment, no on-call), allowing you to focus on assessments, record reviews, and medical reporting using VA guidelines. What You’ll Do: Perform medical histories and physical exams Review diagnostic and ancillary testing Prepare VA-compliant …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmtsNW1MbW44UkctZEo1NnNwUDhhdyIsImkiOiI1ODY5NDM0NTEyIn0.Bct2MQYj0DdKKCdbYuw4jw7N_OuNYUXhE5X-FB9Zf9g,43.161471,2026-09-03T12:57:44Z,5869434512,-77.606867,Adzuna::API::Response::Job,70567.95,1,"Nurse Practitioner in Rochester, NY",70567.95,https://www.adzuna.com/land/ad/5869434512?se=vkl5mLmn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=6A9184B9BD3FA5F486B899046FF54856A3D0593B,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",The IMA Group,Adzuna::API::Response::Company,,
"Job Description Job Description Experience in Stack testing, Emission Testing, Environmental Compliance, Continuous Emissions Monitoring Systems(CEMS), Air Permitting or Compliance would be beneficial. Experience working in generation or QSTI certifications. Must be able to work at heights, must be able to lift 50 lbs. using ergonomic practices. The manager is open to receiving candidates that are more Environmental Specialist and or Environmental Analyst depending on the candidates experience …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmtsNW1MbW44UkctZEo1NnNwUDhhdyIsImkiOiI1ODY5NDM0NDMyIn0.qj_7VJB6s4GYtHQmTkvOlv8BI5Zjcsq8K7n2CGgAEwQ,33.755711,2026-09-03T12:57:44Z,5869434432,-84.388372,Adzuna::API::Response::Job,110472.31,1,Environmental Engineer,110472.31,https://www.adzuna.com/land/ad/5869434432?se=vkl5mLmn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=FE90B58FD2C7B93ED97EC2ACA21DD52310B17368,it-jobs,IT Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County",4P Consulting Inc.,Adzuna::API::Response::Company,,
"Job Description Job Description Job Summary: FSI’s Superintendent is responsible for overseeing the day-to-day operations of construction sites, ensuring projects are completed safely, on time, within budget, and according to plans and specifications. This role acts as the on-site leader, coordinating subcontractors, managing field personnel, and ensuring compliance with all relevant regulations and standards. Key Responsibilities: · Project Oversight & Coordination o Supervise all on-site cons…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDQ3OSIsInMiOiJ2a2w1bUxtbjhSRy1kSjU2c3BQOGF3In0.7wk-OjPYQOKjFNcg5lj60ekexBQbss8c77yr4i_isEc,43.161471,2026-09-03T12:57:44Z,5869434479,-77.606867,Adzuna::API::Response::Job,121721.83,1,Construction Superintendent,121721.83,https://www.adzuna.com/land/ad/5869434479?se=vkl5mLmn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=3A3B8B0C7E9019305E2428E300E307ECADE4F239,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",Team FSI,Adzuna::API::Response::Company,,
"Job Description Job Description Our litigation team is seeking an experienced Senior Litigation Paralegal who balances high-level file management with battle-tested courtroom experience. This position is based full-time in our Ridgeland, MS office, where you will manage a robust daily caseload, coordinate heavy discovery, and drive critical litigation projects. However, when a case is set for court, you will step into a pivotal role. We are explicitly seeking candidates with a proven track reco…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDU2OSIsInMiOiJ2a2w1bUxtbjhSRy1kSjU2c3BQOGF3In0.GSkGvFv5N6yB4z-7sE169CrO5r1wHaohB3aQhPXZBqY,32.428476,2026-09-03T12:57:44Z,5869434569,-90.132309,Adzuna::API::Response::Job,92476.12,1,"Trial Litigation Paralegal - Ridgeland, MS",92476.12,https://www.adzuna.com/land/ad/5869434569?se=vkl5mLmn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=D1531C91B48F16ACD58749D802A1A1DE0E684256,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,"['US', 'Mississippi', 'Madison County', 'Ridgeland']",Adzuna::API::Response::Location,"Ridgeland, Madison County",Butler Snow LLP,Adzuna::API::Response::Company,,
"Job Description Job Description Job Description Summary: The Furniture Repair Technician 1 repairs, restores, and inspects merchandise that has been damaged or has manufacturer defects. Will work inside the shop or on the dock ensuring outbound shipments are accurate and free of damage. Job Description: $2,000 Sign on bonus Eligible Essential Duties and Responsibilities include the following. Other duties may be assigned. Identify repair needed and follow standard operating procedures to repair…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQzNDUxMCIsInMiOiJ2a2w1bUxtbjhSRy1kSjU2c3BQOGF3In0.0O-DvavgtNTRcmGel7dACjvClhons4t7dsnISRjgtyQ,29.98,2026-09-03T12:57:44Z,5869434510,-95.34,Adzuna::API::Response::Job,63892.4,1,"Furniture Repair Technician - PM Shift - $2,000 Sign-on Bonus",63892.4,https://www.adzuna.com/land/ad/5869434510?se=vkl5mLmn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=60E7749070A2C3D9A668CCCE348600900B5BEDE3,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Harris County', 'Humble']",Adzuna::API::Response::Location,"Humble, Harris County",Living Spaces,Adzuna::API::Response::Company,,
