contract_type,description,created,latitude,redirect_url,title,salary_min,longitude,__CLASS__,salary_max,salary_is_predicted,contract_time,id,adref,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Make a meaningful impact in the lives of young learners by supporting 2nd and 3rd grade students with developmental delays or intellectual impairments. This full-time, onsite contract opportunity offers you the chance to work directly …",2026-04-24T09:55:06Z,39.085602,https://www.adzuna.com/land/ad/5709404077?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=6D43F9636A9979BBBA6198F124CF04BC5FC18385,"Special Ed Teacher - Dorchester, Massachusetts",85025.88,-89.887599,Adzuna::API::Response::Job,85025.88,1,,5709404077,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXF3VXhPd184Ukd0VE9vamlhRUxndyIsImkiOiI1NzA5NDA0MDc3In0.vGxHo1f78stWlL88KCkwNbV6H2MNuM0xZEP7hbZl0NU,"['US', 'Illinois', 'Macoupin County', 'Dorchester']",Adzuna::API::Response::Location,"Dorchester, Macoupin County",Sunbelt,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into an exciting travel assignment as a Special Education Teacher, where your expertise will make a real impact on young learners and your own career journey! Immerse yourself in a role that not only elevates your professional ski…",2026-04-24T09:55:06Z,42.241767,https://www.adzuna.com/land/ad/5709404076?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=4527E32D8D989A1BE867E172F0F84829705D43A3,"Travel Special Education Teacher in Hingham, MA",36983.06,-70.889768,Adzuna::API::Response::Job,36983.06,1,,5709404076,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXF3VXhPd184Ukd0VE9vamlhRUxndyIsImkiOiI1NzA5NDA0MDc2In0.HRfMSNSCDWOaE6L59Ky6AOw6Ifo7TqnvD0f7R_zdyBY,"['US', 'Massachusetts', 'Plymouth County', 'Hingham']",Adzuna::API::Response::Location,"Hingham, Plymouth County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding opportunity making a difference in the lives of students as a Special Education Teacher in a supportive school environment near Huntington Beach, CA. This contract position offers the chance to guide a diverse cas…",2026-04-24T09:55:06Z,33.664935,https://www.adzuna.com/land/ad/5709404082?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=1A356F5B12749B51F6BB72988CD82825708475CB,"Special Ed Teacher | Huntington Beach, California",116053.0,-117.964196,Adzuna::API::Response::Job,116053.0,1,,5709404082,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA4MiIsInMiOiJhcXdVeE93XzhSR3RUT29qaWFFTGd3In0.7oyA1S7nYiVgIjqx4tQEwT-1wAguXnIjiPLW98GxYwQ,"['US', 'California', 'Orange County', 'Huntington Beach']",Adzuna::API::Response::Location,"Huntington Beach, Orange County",Spindle,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding contract opportunity supporting students as a Special Education Teacher for the upcoming school year, just outside of Lakeview, MI. Four openings are available, each offering you the chance to make a meaningful im…",2026-04-24T09:55:06Z,34.390923,https://www.adzuna.com/land/ad/5709404080?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=B14DD91E8334F3AD9A0817EDA6E0749DA2DAF022,"Special Ed Teacher | Lakeview, Michigan",66647.0,-85.978308,Adzuna::API::Response::Job,66647.0,1,,5709404080,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXF3VXhPd184Ukd0VE9vamlhRUxndyIsImkiOiI1NzA5NDA0MDgwIn0.Lhapf9ksmAqnxkAIHsiTQ407NP6oVWkZuPyOk5XxR20,"['US', 'Alabama', 'DeKalb County', 'Lakeview']",Adzuna::API::Response::Location,"Lakeview, DeKalb County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Ready to build your future? We're Groundworks, North America's leading foundation repair and water management specialist. We're more than a company - we're a team driven by purpose. As a Top Workplace, we're looking for top talent to fuel our mission: to protect, repair, and improve our customers’ greatest asset – their home. But what makes us a great place to work? Here, you'll find real career growth, comprehensive and affordable benefits, a culture that values…",2026-04-24T09:55:06Z,38.441667,https://www.adzuna.com/land/ad/5709404081?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=630FCE18AC5FFF38A1B9516C6155E9B0A7817440,Outside Sales Representative,148718.14,-81.913333,Adzuna::API::Response::Job,148718.14,1,,5709404081,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA4MSIsInMiOiJhcXdVeE93XzhSR3RUT29qaWFFTGd3In0.olj-i2QbsFaSdGzX5VvoJ6VJE9H3o_vS9_yWhug1G5Y,"['US', 'West Virginia', 'Putnam County', 'Scott Depot']",Adzuna::API::Response::Location,"Scott Depot, Putnam County","Groundworks Operations, LLC",Adzuna::API::Response::Company,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs
,"Job Description Job Description Position Summary : Tarkett is seeking an experienced and strategic Controls Engineer (Process and Plant) to join our successful and growing team in Chagrin Falls, Ohio. In this position you will be responsible for supporting our PVC Flooring Accessory operations by leading the electrical control system design and installation of new equipment. In this role you will also support existing equipment and plant operations, while recommending the upgrades and technolog…",2026-04-24T09:55:05Z,41.433234,https://www.adzuna.com/land/ad/5709404074?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=CF0344D6CAB52AEE566260D5FCBC476D19272277,Controls Engineer,103661.42,-81.38943,Adzuna::API::Response::Job,103661.42,1,,5709404074,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXF3VXhPd184Ukd0VE9vamlhRUxndyIsImkiOiI1NzA5NDA0MDc0In0.v2xDUhohB3m_ZI3dyAAOL9-n6MmQ7FCZeYbU46crRiA,"['US', 'Ohio', 'Cuyahoga County', 'Chagrin Falls']",Adzuna::API::Response::Location,"Chagrin Falls, Cuyahoga County",Tarkett,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs
,"Job Description Job Description Full Job Description: We're seeking skilled Electricians (journeyman) for exciting projects in select cities across the US. This includes journeymen, masters, foremen and superintendents. Our customers are also hiring a few apprentices. We prioritize your safety and value your expertise. We offer flexible interview times and an easy-to-follow application process. Apply now to jumpstart your skilled craft career! Markets Hiring: Louisville, KY | Dallas, TX | Ralei…",2026-04-24T09:55:05Z,34.7995,https://www.adzuna.com/land/ad/5709404073?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=8536B2FB53E3DC2B8C2EAA42AB77CF841D61DB14,Electricians (Journeyman),68191.91,-118.854301,Adzuna::API::Response::Job,68191.91,1,,5709404073,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA3MyIsInMiOiJhcXdVeE93XzhSR3RUT29qaWFFTGd3In0.CYC6AiR3GEUkVQ55y2DzwY7fYPN34c7JGGLesAFwnMw,"['US', 'California', 'Kern County', 'Gorman']",Adzuna::API::Response::Location,"Gorman, Kern County",SKILLIT,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Make a meaningful difference as a Special Education Teacher supporting students with multiple disabilities in a vibrant, inclusive elementary school environment. This long-term contract position offers the opportunity to provide dedica…",2026-04-24T09:55:04Z,40.173328,https://www.adzuna.com/land/ad/5709404071?se=aqwUxOw_8RGtTOojiaELgw&utm_medium=api&utm_source=abfa41a4&v=4524F6395495C52562149C0A775944E8A2A289A6,"Special Education Teacher in Longmont, CO",69448.8,-105.114201,Adzuna::API::Response::Job,69448.8,1,,5709404071,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXF3VXhPd184Ukd0VE9vamlhRUxndyIsImkiOiI1NzA5NDA0MDcxIn0.4qs0MrSSI2phyRCl70WtjiW6HOqKzBcPWfTkCFJdpDw,"['US', 'Colorado', 'Boulder County', 'Longmont']",Adzuna::API::Response::Location,"Longmont, Boulder County",BlazerWorks,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description At New Story Schools, we serve students ages 5–21 with autism and emotional, behavioral, and developmental challenges. Guided by individualized learning, therapeutic integration, and collaboration, we empower students to grow and prepare for meaningful adult lives. Join our team and help students write their new story. As a Special Education Teacher at New Story Schools, you will design and deliver individualized instruction that helps every student make meaningf…",2026-04-24T09:55:04Z,40.205532,https://www.adzuna.com/land/ad/5709404072?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=9131302AC83DDA1B65FA2BDFED3FF0A033904D43,Special Education Teacher - 2026-2027 School Year,34559.69,-76.370338,Adzuna::API::Response::Job,34559.69,1,,5709404072,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDcyIn0.bJ3NPOCgOIIQwuK9SbrnJl5hu6eSExpQzEkYaQK9hiM,"['US', 'Pennsylvania', 'Lancaster County', 'Penryn']",Adzuna::API::Response::Location,"Penryn, Lancaster County",New Story Schools ,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Immerse yourself in an impactful role dedicated to supporting young learners in a close-knit educational setting. We are seeking an experienced and compassionate professional to provide special education services to elementary students…",2026-04-24T09:55:04Z,39.020177,https://www.adzuna.com/land/ad/5709404068?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=48995E13EF12A4CAABBA03E25857D68406D5894B,"Special Education Teacher in Foresthill, CA",68167.72,-120.817989,Adzuna::API::Response::Job,68167.72,1,,5709404068,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA2OCIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.9K9AzfkSb6GK5y50VbPKPTf52vwL92CyGlDFjM-Jt1k,"['US', 'California', 'Placer County', 'Foresthill']",Adzuna::API::Response::Location,"Foresthill, Placer County",Spindle,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description At New Story Schools, we serve students ages 5–21 with autism and emotional, behavioral, and developmental challenges. Guided by individualized learning, therapeutic integration, and collaboration, we empower students to grow and prepare for meaningful adult lives. Join our team and help students write their new story. As a Special Education Teacher at New Story Schools, you will design and deliver individualized instruction that helps every student make meaningf…",2026-04-24T09:55:03Z,40.275367,https://www.adzuna.com/land/ad/5709404063?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=1C9EB3830986EC8624BA11D892ADB1504CD24582,Special Education Teacher - 2026-2027 School Year,36225.22,-76.848028,Adzuna::API::Response::Job,36225.22,1,,5709404063,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA2MyIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.Bs2zlQY0DVRxvI3vP2es5XTKSHBTn7yTzxtgQQLpEBE,"['US', 'Pennsylvania', 'Dauphin County', 'Penbrook']",Adzuna::API::Response::Location,"Penbrook, Dauphin County",New Story Schools ,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a highly rewarding contract role supporting 2nd and 3rd grade students with developmental delays and intellectual impairments. This full-time opportunity (8:00 AM – 2:30 PM) begins as soon as possible and continues through Ju…",2026-04-24T09:55:03Z,34.473149,https://www.adzuna.com/land/ad/5709404066?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=82AEBA5B3B6D2AA097A0EC2EAAC4ADA0DD385505,"Special Education Teacher - Somerville, MA",61150.04,-86.798612,Adzuna::API::Response::Job,61150.04,1,,5709404066,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDY2In0.UsBa3_eBX9ccZIeWebH_1iK2yWm_Ic0dut7WLh8wXdA,"['US', 'Alabama', 'Morgan County', 'Somerville']",Adzuna::API::Response::Location,"Somerville, Morgan County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. An exciting opportunity is available for a dedicated Special Education Teacher experienced in supporting students with diverse needs. This contract position, located near Matthews, NC, is ideal for a compassionate educator ready to mak…",2026-04-24T09:55:03Z,33.256768,https://www.adzuna.com/land/ad/5709404067?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=722ECDF47E8C705555A74E0595E300FC289C1A06,"Special Ed Teacher | Matthews, North Carolina",78462.96,-82.312629,Adzuna::API::Response::Job,78462.96,1,,5709404067,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA2NyIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0._cqv0mLuQpy8aMOaye9gZkzb9xAovEhpX980X6g_8V4,"['US', 'Georgia', 'Jefferson County', 'Matthews']",Adzuna::API::Response::Location,"Matthews, Jefferson County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Electrical Systems Engineer – IoT Equipment (Hardware Focus) Memphis, TN (onsite) $120,000 - $150,000  Full Benefits Relocation Assistance Available Auto-Chlor has been a leader in the commercial food service industry for over 85 years. We’re investing in the future of our equipment through IoT-enabled technology and product innovation, and this role will play a key part in that evolution. This is a hands-on engineering role focused on electrical systems, circuit…",2026-04-24T09:55:03Z,33.755711,https://www.adzuna.com/land/ad/5709404064?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=77B2CE74F4810688A35CB0242F96CC2C32B3FF5A,Electrical Systems Engineer (IoT / Equipment),95922.09,-84.388372,Adzuna::API::Response::Job,95922.09,1,,5709404064,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDY0In0.HayB7yWgeBF-P76fj2nw4nfcxB5JM-uqOkch5_EM9zg,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County","Auto-Chlor System, LLC",Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding educational environment as a Special Education Teacher for the upcoming 2026-2027 school year. This full-time, on-site position invites passionate educators with a strong background in special education to make an…",2026-04-24T09:55:03Z,42.04861,https://www.adzuna.com/land/ad/5709404062?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=33BBD30214925660ACBDC1494997E32DD69B17C2,"Special Ed Teacher | Brookville, Pennsylvania",91831.75,-89.68389,Adzuna::API::Response::Job,91831.75,1,,5709404062,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA2MiIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.6XugTNMXmmED73JqKIw2Wk_aK-wTbcZnfeuV0rlY6g0,"['US', 'Illinois', 'Ogle County', 'Brookville']",Adzuna::API::Response::Location,"Brookville, Ogle County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description At Rivermont Schools, we serve students with emotional, behavioral, and developmental challenges through individualized education and therapeutic support. Our values of compassion, collaboration, and growth guide everything we do. Join us in helping students achieve their highest potential. As a Special Education Teacher at Rivermont Schools, you will create an engaging, inclusive classroom environment where students with diverse learning needs can achieve academ…",2026-04-24T09:55:03Z,45.261111,https://www.adzuna.com/land/ad/5709404065?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=E03BE6CB5459B73A8274752567F53274E2FA57DC,Special Educator Teacher - 2026-2027,39128.48,-94.124167,Adzuna::API::Response::Job,39128.48,1,,5709404065,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA2NSIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.Sz0JHPoCZp-MeaMuls3yRvy22DxX342VJvkc3wiS0tQ,"['US', 'Minnesota', 'Wright County', 'Annandale']",Adzuna::API::Response::Location,"Annandale, Wright County",Rivermont Schools,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Shape a rewarding school year supporting young learners as a Multi-Disability Special Education Teacher in a vibrant elementary school environment. This full-time, onsite opportunity spans from August 2026 through May 2027, offering yo…",2026-04-24T09:55:01Z,33.434276,https://www.adzuna.com/land/ad/5709404054?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=C03E61A8B6118755292AC91393DC60C366655E1E,"Special Education Teacher - Brighton, CO",84824.93,-86.947215,Adzuna::API::Response::Job,84824.93,1,,5709404054,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA1NCIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.20RZzFrnCTvbJ2nn411Y0Jk3hJ-M56xpvsaAGLarUmo,"['US', 'Alabama', 'Jefferson County', 'Brighton']",Adzuna::API::Response::Location,"Brighton, Jefferson County",BlazerWorks,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Embarking on a travel assignment as a Special Education Teacher gives you access to premium benefits—including non-taxable stipends, support for relocation, ongoing job security, and highly competitive compensation. What truly sets a t…",2026-04-24T09:55:01Z,36.753561,https://www.adzuna.com/land/ad/5709404055?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=4651C5F91EDC315D0777F34B66B58EBFE0AE57D1,"Travel Special Education Teacher - Mendota, CA",61276.95,-120.381557,Adzuna::API::Response::Job,61276.95,1,,5709404055,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDU1In0.c9X_O2XxIpCt5aKrGZ3nlYxkXvNiGqAhspaB5FZWNEo,"['US', 'California', 'Fresno County', 'Mendota']",Adzuna::API::Response::Location,"Mendota, Fresno County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding contract role supporting elementary students as a Special Education Teacher specializing in autism. Located within driving distance of Nederland, CO, this opportunity lets you teach in a positive, collaborative sc…",2026-04-24T09:55:01Z,39.961376,https://www.adzuna.com/land/ad/5709404053?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=6063072BA5EB05BC76435AB4ADFDCCD53ED13825,"Special Ed Teacher | Nederland, Colorado",88272.89,-105.510831,Adzuna::API::Response::Job,88272.89,1,,5709404053,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA1MyIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.BBCkkO6aouNeJtjysDZEgn1RdwbDxd7ujRcFEn_0aWk,"['US', 'Colorado', 'Boulder County', 'Nederland']",Adzuna::API::Response::Location,"Nederland, Boulder County",Sunbelt,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into an exciting opportunity as a Special Education Teacher on a travel assignment near the vibrant city of Minneapolis, MN! If you’re passionate about making a difference and eager to add adventure to your professional life, this…",2026-04-24T09:55:01Z,39.121945,https://www.adzuna.com/land/ad/5709404061?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=04CFBAE2FD6CC03E6C5C929A5745E2428EF18B1A,"Travel Special Education Teacher in Minneapolis, MN",56722.04,-97.706703,Adzuna::API::Response::Job,56722.04,1,,5709404061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDYxIn0.VzCilcclhKHajuL1jHUQGNPDtX6DP0rUC-OVFHe8ax4,"['US', 'Kansas', 'Ottawa County', 'Minneapolis']",Adzuna::API::Response::Location,"Minneapolis, Ottawa County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description This full-time position offers flexible work hours and ample opportunities for advancement into management roles. You will work remotely to serve clients and offer valuable advice and protection to individuals and their families. ﻿ What We Offer: Remote, work from home career. Average first-year earnings of $69K commission  bonuses. Life-long residual income through renewals. Unionized position with stock options. Excellent benefits package - medical, dental, and…",2026-04-24T09:55:01Z,32.409599,https://www.adzuna.com/land/ad/5709404056?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=71E6C86F38F98324D9B573E7B3C6173D799CA683,Remote Sales Enrollment Specialist,73052.91,-92.965159,Adzuna::API::Response::Job,73052.91,1,,5709404056,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDU2In0.hnknpGYkTibU3lCgBNENgSQRkySUHZOenCA4LpNbLu0,"['US', 'Louisiana', 'Bienville Parish', 'Bear Creek']",Adzuna::API::Response::Location,"Bear Creek, Bienville Parish",HMG Careers,Adzuna::API::Response::Company,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Bring your expertise as a Special Education Teacher to make a significant difference for elementary learners. Enjoy a fulfilling contract opportunity supporting students near Varnville, SC, with three immediate openings available. This…",2026-04-24T09:55:01Z,32.850445,https://www.adzuna.com/land/ad/5709404059?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=75AC6A4F8108C2E534914E60BF15E1FFF5C32BB6,"Special Ed Teacher - Varnville, South Carolina",74539.02,-81.079272,Adzuna::API::Response::Job,74539.02,1,,5709404059,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA1OSIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.xOzoNWYgGNcN2fZDLBQBxB-Dx28I2eDavy5GMmbNnfY,"['US', 'South Carolina', 'Hampton County', 'Varnville']",Adzuna::API::Response::Location,"Varnville, Hampton County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Step into a rewarding position supporting elementary-aged students as a Special Education Teacher in an inclusive school environment. This contract assignment, spanning the upcoming academic year, focuses on students with mild to moder…",2026-04-24T09:55:01Z,36.858838,https://www.adzuna.com/land/ad/5709404058?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=D8182844AA91F6D1C231F07A0BA10AD77E8A497E,"Special Education Teacher in Firebaugh, CA",87720.12,-120.456007,Adzuna::API::Response::Job,87720.12,1,,5709404058,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDU4In0.NZo0og5N5pkzaIl3XM5Z1kZ3tbH05RiQr3RF_UQT2-k,"['US', 'California', 'Fresno County', 'Firebaugh']",Adzuna::API::Response::Location,"Firebaugh, Fresno County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. Embark on a rewarding travel assignment as a Special Education Teacher supporting young learners while experiencing the many perks that come with travel positions. Enjoy non-taxable stipends, expert travel assistance, excellent healthc…",2026-04-24T09:55:01Z,43.674245,https://www.adzuna.com/land/ad/5709404051?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=732D9751CC71FA75753724E7088FDF0D6843B0A1,"Travel Special Ed Teacher | Maplewood, New Jersey",56237.59,-70.910897,Adzuna::API::Response::Job,56237.59,1,,5709404051,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicXVrVHhld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDA0MDUxIn0.Bb-qrZSNC8qjIok9pB0fVhEjGjEveH_5eRvDswjzz5A,"['US', 'Maine', 'York County', 'Maplewood']",Adzuna::API::Response::Location,"Maplewood, York County",ProCare,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
,"Job Description Job Description At River Rock Academy, we provide specialized education and counseling for students facing behavioral and academic challenges. Guided by values of growth, resilience, and empowerment, we help students find the internal power to succeed. Join us and help students create brighter futures. As a Special Education Teacher at River Rock Academy, you will create engaging, individualized learning experiences that help students succeed academically and behaviorally. You’l…",2026-04-24T09:55:01Z,40.223423,https://www.adzuna.com/land/ad/5709404057?se=qukTxew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=99F444BECB93AD466C83B944C070BF39096A7D54,Special Education Teacher,66168.53,-76.953586,Adzuna::API::Response::Job,66168.53,1,,5709404057,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQwNDA1NyIsInMiOiJxdWtUeGV3XzhSRzYwcF9mVVNkWWxBIn0.8QY9Bg74iA14SuvNxkVxy4CaLCBXaYk3lR241neE73M,"['US', 'Pennsylvania', 'Cumberland County', 'Shiremanstown']",Adzuna::API::Response::Location,"Shiremanstown, Cumberland County",River Rock Academy,Adzuna::API::Response::Company,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs
