description,latitude,created,redirect_url,__CLASS__,longitude,adref,salary_min,salary_is_predicted,id,salary_max,title,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"At Deep Centered Mental Health, we're redefining what outpatient psychiatry can be. Our model is built on a simple belief: exceptional care requires time, clinical autonomy, and access to the right tools. Enjoy longer appointment times, reduced administrative burden, and the ability to integrate innovative treatments-including Transcranial Magnetic Stimulation (TMS) and esketamine-into your practice. Our extensive in-house therapy network enables seamless referrals, creating a uniquely collabor…",29.661087,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961132?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=768B18CD17AF5FAF4C1EE47008D70AF3C4994BDC,Adzuna::API::Response::Job,-95.231006,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTMyIn0.OuV3cSwp3YsDPrRMj_dQ1IQA1Ot54o_LbUTk9HuPrW0,142229.22,1,5797961132,142229.22,Psychiatry - Physician,"['US', 'Texas', 'Harris County', 'South Houston']",Adzuna::API::Response::Location,"South Houston, Harris County",Adzuna::API::Response::Company,Deep Centered Mental Health- Houston - Deep Centered Mental Health,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"About Dell Medical School As part of The University of Texas at Austin, one of the nation's leading research universities, the Dell Medical School pursues innovation in the redesign of healthcare delivery, excellence in healthcare research, and programs in interdisciplinary and inter-professional education. It is the fifth medical school in the UT System and the first medical school established in nearly five decades by a member of the Association of American Universities, an organization of le…",30.3711,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961141?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=CDD0658AA1030CCD22B546C1BA8F7C3E3F013976,Adzuna::API::Response::Job,-97.8699,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTE0MSIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.KvXlYqiGiGjy3utDGkuPGJgRUqz3-n82nIbi8L-iHt4,77530.65,1,5797961141,77530.65,Pediatrics - Physical Medicine and Rehab - Physician - Academics,"['US', 'Texas', 'Travis County', 'Marshall Ford']",Adzuna::API::Response::Location,"Marshall Ford, Travis County",Adzuna::API::Response::Company,University of Texas at Austin Dell Medical School,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Some of the highlights include: - Monday- Friday (inpatient). No call on weekends if you wish. We have UC residents that rotate through our hospital - Scope of work will be inpatient rounding. Med Checks, Admissions and Discharges as needed. - IOP Program in place. We have a great Social Team in place and our entire treatment team meets at least 2x a week. - Admissions are during the day, as we are a dedicated Behavioral Hospital. - You have the ability to leave the campus once you are done wit…",32.77609,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961136?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=F430A1972208648A0CD57AA3468E12D38A65B96F,Adzuna::API::Response::Job,-116.91869,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTM2In0.8DH2jBN7-mez6cWFGtG1pcvmtojYYbMCKpPWxEQAax0,85794.3,1,5797961136,85794.3,Psychiatry - Physician,"['US', 'California', 'San Diego County', 'Rancho San Diego']",Adzuna::API::Response::Location,"Rancho San Diego, San Diego County",Adzuna::API::Response::Company,"Aurora San Diego Hospital - Signature Healthcare Services, LLC",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description Position Summary: CHRISTUS Santa Rosa seeks to employ an Electrophysiologist Cardiologist to their cardiac service line in San Antonio, TX. Successful candidates must be board certified/eligible and have a Texas Medical License will be required before employment. CHRISTUS Santa Rosa: CHRISTUS Santa Rosa Health System is about people. People we meet and care for; people whose lives we enhance, and those whose lives we save. CHRISTUS is about the people who work here: our award-winnin…",29.47335,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961122?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=AC085D849657FFEDB6132CC6C5CFFCC45EE8E749,Adzuna::API::Response::Job,-98.53556,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTEyMiIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.yzzwejLM5f5xwF7Bnpg_XUjl3WWdwIdykHD5AyHQa-c,19393.83,1,5797961122,19393.83,Cardiology - Electrophysiology - Physician,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Adzuna::API::Response::Company,CHRISTUS Childrens Hospital Emergency Care Westover Hills - CHRISTUS Health,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Your future role at a glance Location: Austin, Texas Facility Name: Dell Seton Medical Center UT Schedule: full-time - Sat and Sun 7a-7p and Thursday 7p-7a Life at Ascension: Where purpose meets opportunity Ascension is a leading nonprofit Catholic health system with a culture and associate experience grounded in service, growth, care and connection. We empower our 97,000 associates to bring their skills and expertise every day to reimagining healthcare, together. Recognized as one of the Best …",30.507353,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961125?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=02E38DE1C79CD232653FECE421E56C346B1BAE86,Adzuna::API::Response::Job,-97.649709,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTI1In0.O7IAmnRs1D1vGRJUC2sSO8G7qrOuvCEXHzy6W3LmzIM,103939.99,1,5797961125,103939.99,Neurological Surgery - Physician,"['US', 'Texas', 'Williamson County', 'Round Rock']",Adzuna::API::Response::Location,"Round Rock, Williamson County",Adzuna::API::Response::Company,Dell Seton Medical Center at The University of Texas - Ascension,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Hospital Details San Antonio's Baptist Emergency Hospitals are not freestanding emergency departments, but rather ""micro-hospitals"" offering 24/7 emergency medical care. Each facility is distinguished by offering streamlined admitting procedures, highly qualified Physicians and medical specialists at every level of care, and the latest diagnostic equipment. The location is conveniently located along Loop 1604 on the northwest side of San Antonio, with easy access to The University of Texas at S…",28.2261,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961144?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=DB701DE3D65251BB02D0870470F227D229645D95,Adzuna::API::Response::Job,-97.96128,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTE0NCIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.8NfyE2oF_vVKZStoDZIAlsLcX1Dwi2FEHBWJM4spW4c,97009.94,1,5797961144,97009.94,Emergency Medicine - Physician,"['US', 'Texas', 'Live Oak County', 'Dinero']",Adzuna::API::Response::Location,"Dinero, Live Oak County",Adzuna::API::Response::Company,Baptist Neighborhood Hospital - Shavano Park - US Acute Care Solutions,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Hospital Details Baptist Medical Center has been delivering the highest quality care in San Antonio since 1903 Excellent specialty coverage (Neurosurgery, Neuro-Interventional Specialty, Trauma, OB, Pediatrics) is available across the five hospitals in San Antonio's Baptist Health System and six hospitals with Resolute Emergent PCI and Neuro-Intervention services available on-site Inpatient Geriatric Psychiatric Service, as well as on-site Behavioral Assessment Team to assist with triaging and …",29.47335,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961118?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=5AC3CC90A68E051818BE7C07384ECEC45A3CBFCB,Adzuna::API::Response::Job,-98.53556,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTE4In0.zbqaQgiIyX2rDTQd95nTZqzZgt20vOm0JFabId-7ri0,153042.34,1,5797961118,153042.34,Emergency Medicine - Physician,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Adzuna::API::Response::Company,Baptist Medical Center - US Acute Care Solutions,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Hospital Details St. Luke's Baptist Hospital has provided the San Antonio community with quality, compassionate care in the South Texas Medical Center since 1978. Ranked a U.S. News and World Report Best Hospital for 2013-14, Emergent PCI and Neurosurgery services are available onsite. Excellent specialty coverage (Neurosurgery) is available across the five hospitals in San Antonio's Baptist Health System, along with Adult and Geriatric Psychiatric facilities. ED Physicians enjoy a simple ""one …",29.58222,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961142?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=BE78886AD99865CB1CA77F77AFB5DF083FAA0411,Adzuna::API::Response::Job,-98.47668,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTQyIn0.Xx4FPBHRY8CXeGcOYMbphYxJ4ZndGRjTCB9FAX22Cp8,125250.55,1,5797961142,125250.55,Emergency Medicine - Physician,"['US', 'Texas', 'Bexar County', 'Hill Country Village']",Adzuna::API::Response::Location,"Hill Country Village, Bexar County",Adzuna::API::Response::Company,Baptist Health System - St. Luke's Baptist Hospital - US Acute Care Solutions,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"PIH Health is actively seeking a Board-Certified or Board-Eligible OB/GYN Physician to join our expanding women's health team in Los Angeles, California. This is an outstanding opportunity for an OB/GYN looking for a busy, established practice, strong clinical support, and an excellent work-life balance within a highly respected healthcare system. Position Highlights Immediate Patient Volume: Step into a high-demand OB/GYN practice with an established patient base from day one Flexible Practice…",33.906949,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961147?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=BA202FA422FCDF4E590A57308C3E2BC60EFC395A,Adzuna::API::Response::Job,-118.080646,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTE0NyIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.Vn9FvZBjty08agtvC8mu3O5dCnK1hMpWUrdFLM9tteI,246970.61,1,5797961147,246970.61,Obstetrics and Gynecology - Physician,"['US', 'California', 'Los Angeles County', 'Norwalk']",Adzuna::API::Response::Location,"Norwalk, Los Angeles County",Adzuna::API::Response::Company,PIH Health Good Samaritan Hospital - PIH Health,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description About CHRISTUS Children's in San Antonio and Baylor College of Medicine: Serving as a focal point for pediatric services throughout the community, CHRISTUS Children's in San Antonio is a world-class children's hospital - both inside and out. In February 2013, CHRISTUS Children's finalized an agreement with Baylor College of Medicine, ranked as the medical school by U.S. News & World Report in 2020-21. Baylor College of Medicine recruits, employs, and oversees physicians at the child…",29.47335,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961117?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=A6F5ACD9109F43AC21F3C2B96AFDE93804885DDA,Adzuna::API::Response::Job,-98.53556,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTExNyIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.4dWx2ezBWT7z0dajnOPT9leSik2CF5O6lMPtC0Zu47k,21312.72,1,5797961117,21312.72,Pulmonary Disease - Physician,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Adzuna::API::Response::Company,CHRISTUS Childrens Hospital of San Antonio - CHRISTUS Health,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description Specialization: Neurology Neurology Movement Disorder Neurology Neurophysiology Job Summary: The Austin Diagnostic Clinic Physicians (ADC) is recruiting for a board certified/board eligible neurologist to join an established multispecialty group in private practice in Austin, TX. Qualified Candidates: Board certified/board eligible neurologist Practicing or newly graduated neurologists accepted General neurologists preferred Licensed in the state of Texas or ability to obtain Establ…",30.0066,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961130?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=7D9A71D8C260424B9B5DC93724059A0881D3D633,Adzuna::API::Response::Job,-97.80714,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTMwIn0.PXjAs-QIhnTlR8iOHeAh2RcF0XSmiNeIR7-d4XghQ3g,101145.45,1,5797961130,101145.45,Neurology - Physician,"['US', 'Texas', 'Hays County', 'Uhland']",Adzuna::API::Response::Location,"Uhland, Hays County",Adzuna::API::Response::Company,St. David's North Austin Medical Center - HCA Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"The VA San Diego Healthcare System is seeking a Podiatrist to add to our team at our VA San Diego Medical Center! Duties The major duties of this position include but are not limited to: Apply a wide range of professional theories, assessment methods and techniques to care for ill patients and those with Podiatric medical and surgical problems. Develop coherent treatment strategies. Incorporate new clinical procedures. Provide professional advice and consultation in care areas related to treatm…",33.15007,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961126?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=E800AE13EFB5A1409F9F07A771A9006E60923ECD,Adzuna::API::Response::Job,-117.16965,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTI2In0.JUZRO--MzYoUqBVZaXGB3GWfym14kpyJes1lo83NBkM,184864.16,1,5797961126,184864.16,Podiatry - Physician,"['US', 'California', 'San Diego County', 'San Marcos']",Adzuna::API::Response::Location,"San Marcos, San Diego County",Adzuna::API::Response::Company,VA San Diego Healthcare System - Veterans Health Administration,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Hospital Details San Antonio's Baptist Emergency Hospitals are not freestanding emergency departments, but rather ""micro-hospitals"" offering inpatient services as well as 24/7 emergency medical care. Each facility is distinguished by offering streamlined admitting procedures, highly qualified Physicians and medical specialists at every level of care, and the latest diagnostic equipment. Emergency Department ED Volume: 11,000 ED Beds: 9 Inpatient Beds: 6 Admission Rate: 5% Coverage: 12-hour shif…",29.47335,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961119?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=4207CE619C7C71955AB8239887C92C788C33B858,Adzuna::API::Response::Job,-98.53556,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTExOSIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.isbbGJGgwQvSS2Gmw270WVvGEYuOFMiOq8H84lYo1yE,89065.4,1,5797961119,89065.4,Emergency Medicine - Physician,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Adzuna::API::Response::Company,Baptist Neighborhood Hospital - Westover Hills - US Acute Care Solutions,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description Specialization: Surgery Vascular Job Summary: Methodist Healthcare, the largest provider of cardiovascular services in South Texas, is recruiting a vascular surgeon to join our growing program in San Antonio, Texas. Qualified Candidates: Board certified or board eligible in vascular surgery Experience with percutaneous and endovascular treatment of peripheral arterial disease, open vascular surgical procedures, endovascular treatment of aortic aneurysms, extra-cranial carotid diseas…",29.48538,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961138?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=FE6ABC59408900A34E6C9FA324E5F858B13FBBF6,Adzuna::API::Response::Job,-98.45634,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTM4In0.Lq6U1Rs5BEv5HzHQU-bPatdGE4MTKet-qRwgvazjoVE,120203.38,1,5797961138,120203.38,Vascular Surgery - Physician,"['US', 'Texas', 'Bexar County', 'Alamo Heights']",Adzuna::API::Response::Location,"Alamo Heights, Bexar County",Adzuna::API::Response::Company,Methodist Stone Oak Hospital - HCA Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"General Pediatrician - Outpatient New Braunfels, Texas ABCD Pediatrics , a member of the Pediatric Associates Family of Companies, is recruiting a full-time Pediatrician to join our practice in New Braunfels, TX . Located 40 minutes from San Antonio and an hour from Austin . This is an opportunity to join a well run practice with a highly competent and motivated team of clinicians, clinical and administrative staff. Here you will be supported and have the resources you need as you build your pr…",29.48538,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961124?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=83FD99442663A88B7457845BFB740A3394019C98,Adzuna::API::Response::Job,-98.45634,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk2MTEyNCIsInMiOiJyR3VvVFA5OThSR1Z2NjhCNnNNUVpBIn0.svV4kj21vo6ybqIrPi7ccN0II-f3NIU_u0JVtPUp7Cw,108833.06,1,5797961124,108833.06,Pediatrics - Physician,"['US', 'Texas', 'Bexar County', 'Alamo Heights']",Adzuna::API::Response::Location,"Alamo Heights, Bexar County",Adzuna::API::Response::Company,ABCD Pediatrics - Pediatric Associates,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"The VA San Diego Healthcare System is seeking a Podiatrist to add to our team at our VA San Diego Medical Center! Duties The major duties of this position include but are not limited to: Apply a wide range of professional theories, assessment methods and techniques to care for ill patients and those with Podiatric medical and surgical problems. Develop coherent treatment strategies. Incorporate new clinical procedures. Provide professional advice and consultation in care areas related to treatm…",33.156451,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961135?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=F8FCAB54C16EFD4E203073356733EED77D40079D,Adzuna::API::Response::Job,-117.331525,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTM1In0.1HnhZiVI84-fe6Kr7LBdtY2I254z-jjOXbFbqNsOX3U,182925.92,1,5797961135,182925.92,Podiatry - Physician,"['US', 'California', 'San Diego County', 'Carlsbad']",Adzuna::API::Response::Location,"Carlsbad, San Diego County",Adzuna::API::Response::Company,VA San Diego Healthcare System - Veterans Health Administration,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Cardiothoracic Surgeon Opportunities Tenet Healthcare Multiple Locations Nationwide Tenet Healthcare is actively seeking Board Certified/Board Eligible Cardiothoracic Surgeons for opportunities across our growing network of hospitals. Whether you are completing fellowship training or are an experienced surgeon seeking a new opportunity, we offer positions designed to support professional growth, clinical excellence, and long-term career success. Opportunity Highlights Employed opportunities wit…",32.962767,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961145?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=44D4AC1CF361DAF4581E8FCA9169C7F1190FD247,Adzuna::API::Response::Job,-96.74487,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTQ1In0.iOuG90hkIrTU7XLSbanH8wGIaG0e6dd1_I4tsvUDMJY,97814.63,1,5797961145,97814.63,Cardio-Thoracic Surgery - Physician,"['US', 'Texas', 'Dallas', 'Richardson']",Adzuna::API::Response::Location,"Richardson, Dallas",Adzuna::API::Response::Company,Tenet Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description Specialization: Cardiology Heart Failure and Transplant Job Summary: HCA/St. David's HealthCare is seeking an accomplished, fellowship-trained Advanced Heart Failure and Transplant Cardiologist to serve as a market-level physician leader for the development, launch, and growth of an adult heart transplant and comprehensive advanced heart failure program in Austin, Texas. This is a rare opportunity to help build a de novo transplant program within a major regional cardiovascular plat…",30.0066,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961129?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=1DA6B5C1E3848961F12B83343540E97756D8A461,Adzuna::API::Response::Job,-97.80714,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTI5In0.v8ANAemE-NSRk_hOKh5z7vpAOjK6rIJMy1zUmtfSC9E,243003.98,1,5797961129,243003.98,Advanced Heart Failure and Transplant Cardiology - Physician,"['US', 'Texas', 'Hays County', 'Uhland']",Adzuna::API::Response::Location,"Uhland, Hays County",Adzuna::API::Response::Company,St. David's Medical Center - HCA Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"We're searching for an Associate Medical Director - Managed Care, Utilization Management, someone who's ready to be part of the best ranked children's hospital in Texas, and among the best in the nation. In this position, you will be responsible for establishing health plans and medical policies. The Associate Medical Director provides guidance to areas within departments of the Texas Children's Health Plan (TCHP); oversees assigned functions of the health plan; provides support, education, and…",29.739126,2026-07-12T09:22:25Z,https://www.adzuna.com/land/ad/5797961139?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=26266835617BEF2BD08FCA5044FC7CBBFF2B9BF9,Adzuna::API::Response::Job,-94.974427,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTM5In0.CaS-vz4WSJsoo6DcaXx7KqhMhUUsFIYmhAzVtPqGmzg,195197.38,1,5797961139,195197.38,Family Medicine - Physician,"['US', 'Texas', 'Harris County', 'Garth']",Adzuna::API::Response::Location,"Garth, Harris County",Adzuna::API::Response::Company,Texas Children's Hospital,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"p.MsoNormal,li.MsoNormal,div.MsoNormal margin-top:0in; margin-right:0in; margin-bottom:8.0pt; margin-left:0in; line-height:107%; font-notused:11.0pt; font-family:""Calibri",37.517266,2026-07-12T09:22:24Z,https://www.adzuna.com/land/ad/5797961113?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=F3D8B34DD53F8E82CD62E785D87C55B9B38349AC,Adzuna::API::Response::Job,-122.294621,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTEzIn0.NFyTKDU0vQ4SH5_yeFv2UKvU-C_ER9MOu9dG0bYbkvE,131577.8,1,5797961113,131577.8,Cardiology - Interventional - Physician,"['US', 'California', 'San Mateo County', 'Belmont']",Adzuna::API::Response::Location,"Belmont, San Mateo County",Adzuna::API::Response::Company,San Francisco VA Health Care System - Veterans Health Administration,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
"Description Summary: CHRISTUS Trinity Clinic is seeking a board-certified or board-eligible Internal Medicine OR Family Medicine Physician to join their team in San Antonio, TX. This opportunity is to practice in our conversion from urgent care to Primary Care clinic off Culebra in San Antonio, TX. The Team: 5 physicians, Hiring for 1 more physician Shift/Schedule - M-F 8:00am-5:00pm (half day a week built-in for admin and personal time) 100% Outpatient The physician must be BC/BE Patient volum…",29.52,2026-07-12T09:22:24Z,https://www.adzuna.com/land/ad/5797961115?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=5E2774BF4CE6B9B83E68407ECA52754F3C1D8C3A,Adzuna::API::Response::Job,-98.52534,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTE1In0.bBqQTCtk9eG4RsT0q5xvK4vu32w_gcQRMRW7FvtJxRc,36787.97,1,5797961115,36787.97,Family Medicine - Physician,"['US', 'Texas', 'Bexar County', 'Castle Hills']",Adzuna::API::Response::Location,"Castle Hills, Bexar County",Adzuna::API::Response::Company,CHRISTUS Promptu Immediate Care Carmel Canyon - CHRISTUS Health,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Description Summary: CHRISTUS Trinity Clinic is seeking a board-certified or board-eligible Pediatrician to join their outpatient practice in San Antonio, TX. Location: Oak Center Pediatric Office - 540 Oak Center Drive, Suite 200, San Antonio, TX 78258 Shift/Schedule - M-F 8:00am-5:00pm (half day a week built-in for admin and personal time) 100% Outpatient The physician must be BC/BE Patient volume: 20-24 patients per day Our competitive benefits package includes: Competitive 1st year guarante…",29.54928,2026-07-12T09:22:24Z,https://www.adzuna.com/land/ad/5797961114?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=B1B7DD8DA3B6D759E30B6C3312F4BFF53FA9181A,Adzuna::API::Response::Job,-98.3004,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTE0In0.7PB6jliSGT6GJWsbYk_jLUYpDFfSAi6_Jx4BhksAcuA,25046.1,1,5797961114,25046.1,Pediatrics - Physician,"['US', 'Texas', 'Bexar County', 'Universal City']",Adzuna::API::Response::Location,"Universal City, Bexar County",Adzuna::API::Response::Company,CHRISTUS Childrens Hospital of San Antonio - CHRISTUS Health,Adzuna::API::Response::Category,Admin Jobs,admin-jobs,,
"The Medical Director role will be working in the Intensivist specialty, located in Medical City Dallas - INT Dallas, TX. Please contact Matthew Howard at for additional benefits information. Job Details: Envision invites a skilled and motivated physician leader to serve as Site Medical Director for our growing Pulmonary/Critical Care program at Medical City Dallas. Qualifications : Must be Pulmonary/Critical Care Fellowship trained Previous leadership experience preferred Active TX license pref…",32.928847,2026-07-12T09:22:23Z,https://www.adzuna.com/land/ad/5797961110?se=rGuoTP998RGVv68B6sMQZA&utm_medium=api&utm_source=abfa41a4&v=821C5AF98CD7A5774D0CF86AB4394A038840DBF0,Adzuna::API::Response::Job,-96.877711,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickd1b1RQOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTYxMTEwIn0.j5GLSCAVaJNRU0WZ8tkWAZrW_sWumRdHevb_a1Fp_aM,130132.82,1,5797961110,130132.82,Critical Care - Intensivist - Physician - Administration,"['US', 'Texas', 'Dallas', 'Farmers Branch']",Adzuna::API::Response::Location,"Farmers Branch, Dallas",Adzuna::API::Response::Company,Medical City Dallas Hospital - Envision,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
