description,created,salary_min,redirect_url,longitude,salary_max,adref,salary_is_predicted,__CLASS__,latitude,title,id,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,contract_time,contract_type
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:48Z,37095.24,https://www.adzuna.com/land/ad/5694593720?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=D5E09B669FF319107DBC37B11C4225A026079E2B,-87.738805,37095.24,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzIwIn0.fy61HZ0koZaitGqfecCuQrJR2dE1h_ON260P-NuJHTg,1,Adzuna::API::Response::Job,41.062764,Driver - Cash out with Instant Pay,5694593720,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Kankakee County', 'Saint Anne']","Saint Anne, Kankakee County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:48Z,31440.2,https://www.adzuna.com/land/ad/5694593719?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=8D3E36CE01704805B3F5047688767D685CFD941F,-88.24235,31440.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzE5In0.uxB-DyHSyNoW3B5dIoNUfHJuF5ncXWjUZ46gCiemzmA,1,Adzuna::API::Response::Job,41.77835,Want to earn extra money? Drive with Uber,5694593719,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'DuPage County', 'Eola']","Eola, DuPage County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:48Z,32770.89,https://www.adzuna.com/land/ad/5694593721?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=16274AA10F857446922967CF3072214021888131,-88.148657,32770.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzIxIn0.byMy2LTW8v39oBGWebS7ZUeM48G0sSan6MK7uVjzB80,1,Adzuna::API::Response::Job,42.16214,Choose your own schedule - Drive with Uber,5694593721,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Lake County', 'Kildeer']","Kildeer, Lake County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:48Z,41245.39,https://www.adzuna.com/land/ad/5694593722?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=66E304E9142BB1CA1F3FCB1C208EB0620859D0EB,-87.892597,41245.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcyMiIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.nB-tMQipK1-gX9ajy3h0adH8KuxqzN0-l6E3C7RIRJ0,1,Adzuna::API::Response::Job,41.596833,Looking For Part-Time Jobs? - Drive with Uber,5694593722,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Homer Glen']","Homer Glen, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:47Z,53782.48,https://www.adzuna.com/land/ad/5694593716?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=18B88350136CC0D8B095C4ADE397A9A898001FC0,-87.892597,53782.48,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzE2In0.8xP6_ZZr97mGtiSu5YBVKuH0rYBoYUGKNoRTYTI0lmQ,1,Adzuna::API::Response::Job,41.596833,Driver - Get Paid Daily,5694593716,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Homer Glen']","Homer Glen, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:47Z,34985.21,https://www.adzuna.com/land/ad/5694593717?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=48B58701CD09AB03E64419368F0F4CEF4B049A10,-88.114504,34985.21,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzE3In0.zHM_5oHAP9u_ML-j4Znv7N45BSfiuW8VxXGhZsi7i9Q,1,Adzuna::API::Response::Job,41.506142,Drive on Your Schedule,5694593717,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Rockdale']","Rockdale, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:47Z,40825.13,https://www.adzuna.com/land/ad/5694593715?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=F4BA89EDABC90C95061D16C3056E5916F9FF2EA3,-88.142094,40825.13,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzE1In0.nqtVlgi9bfIe3__kj-sIGpHnB5OftzepllhI6Xhqew4,1,Adzuna::API::Response::Job,42.162203,Earn extra cash - Sign up and drive with Uber,5694593715,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Lake County', 'Kildeer']","Kildeer, Lake County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:47Z,33463.39,https://www.adzuna.com/land/ad/5694593718?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=84D4F6134CEBD46DA64A2F74BD53CE30BC5ADAF0,-87.717471,33463.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcxOCIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.ia1xYOURhPfOyTXpyJ1BfaF2cMKjMmHZPWOBRKHbOGw,1,Adzuna::API::Response::Job,42.048782,"Drive with Uber - Drive anytime, get Instant Pay",5694593718,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Cook County', 'Wilmette']","Wilmette, Cook County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:46Z,33014.22,https://www.adzuna.com/land/ad/5694593712?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=E30F7E52B9BE4B0AFC8AF533E7C6892B0E209BB5,-88.163279,33014.22,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzEyIn0.yw703kTymyxXEMUF1EdOPzMOV9_7W6j_8o4xuiJasd0,1,Adzuna::API::Response::Job,41.791512,Drive with Uber - Sign Up Today,5694593712,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'DuPage County', 'Warrenville']","Warrenville, DuPage County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,32777.89,https://www.adzuna.com/land/ad/5694593711?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=2B54A6C1DCA6210E9F80DF4A2639D35B95AED6B3,-88.184009,32777.89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcxMSIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.lrjoIU369L1RwdDc02hf3IKNmB8qK9oLSfzXCWfrLmU,1,Adzuna::API::Response::Job,41.622384,Uber - Sign Up to Drive and Earn,5694593711,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Plainfield']","Plainfield, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,47648.5,https://www.adzuna.com/land/ad/5694593708?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=02450E16FFBFD51C98B6A738F4EDF13A6171093D,-87.831276,47648.5,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzA4In0.fjWtq51j9COGzcc4XvSroD0Pww-B_YPiFOa1FNhak0g,1,Adzuna::API::Response::Job,41.854955,Sign up to Drive with Uber,5694593708,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Cook County', 'North Riverside']","North Riverside, Cook County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,30476.6,https://www.adzuna.com/land/ad/5694593705?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=A83B5BB43AE182C2D5F7A5E3CB71A156FB296484,-88.214997,30476.6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNzA1In0.JjweHPxBiPil5RiudADj9qk_MO9bCnGmnNuOMfPOnRc,1,Adzuna::API::Response::Job,41.515957,Flexible Hours - Drive with Uber,5694593705,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Shorewood']","Shorewood, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,43993.84,https://www.adzuna.com/land/ad/5694593700?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=1893833130690C35A56B7A4C97BA8893EBCBBB5B,-88.106586,43993.84,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcwMCIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.Uu-nOLD1yb1Vy8iXOxBjGSKYwFirTV5rd59vRCsF37c,1,Adzuna::API::Response::Job,41.8431,Alternatives To Cash Jobs - Drive with Uber,5694593700,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'DuPage County', 'Wheaton']","Wheaton, DuPage County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,31224.79,https://www.adzuna.com/land/ad/5694593699?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=A887EB121B1E509FA0B93B3E55936358F85F90F1,-88.564325,31224.79,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkE2X3J5UTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkzNjk5In0.KMvNFRL1PyLrOhm921JNO9gN7MGpoeN2WBTYKsKEJts,1,Adzuna::API::Response::Job,41.183824,Drive with Uber,5694593699,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Grundy County', 'Verona']","Verona, Grundy County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,42899.18,https://www.adzuna.com/land/ad/5694593702?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=2679F555130BECEEF6F57B9A7DDCD3D0C327EBD1,-87.792786,42899.18,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcwMiIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.RHvBaywqEUjFAJ5d1kjqpGriLYx1P6QilOy4rH5jT9s,1,Adzuna::API::Response::Job,42.04273,Driver - Get Paid Daily,5694593702,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Cook County', 'Morton Grove']","Morton Grove, Cook County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,39694.14,https://www.adzuna.com/land/ad/5694593706?se=FA6_ryQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=9EDCDD8B40E0EBC04FEEF2D92C5AF2EBD2B792FA,-88.109204,39694.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcwNiIsInMiOiJGQTZfcnlRMDhSR0NRNDlLZTNsNXVBIn0.LmjV8vzpj1UT_RJaK3ncqPGFlKzsASp2aWJqvxCB3mU,1,Adzuna::API::Response::Job,41.871267,Earn extra cash - Sign up and drive with Uber,5694593706,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'DuPage County', 'Wheaton']","Wheaton, DuPage County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,36256.81,https://www.adzuna.com/land/ad/5694593704?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=E9A1DB3CBA69CFA0B9C998EB290BCD42061BDDC6,-87.87384,36256.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcwNCIsInMiOiJSSnJQc0NRMDhSR1B5YVgxRmpfZnlnIn0.j_AlhguPhJA1h5CbtjbljBV--lJ-1Mu0QDT1EkKg9uI,1,Adzuna::API::Response::Job,42.17376,Choose your own schedule - Drive with Uber,5694593704,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Lake County', 'Bannockburn']","Bannockburn, Lake County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,38457.84,https://www.adzuna.com/land/ad/5694593701?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=BE9CA5F79615CE2458A5B930B2663F9ACA82DC12,-88.093202,38457.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkpyUHNDUTA4UkdQeWFYMUZqX2Z5ZyIsImkiOiI1Njk0NTkzNzAxIn0.k9E7sEDGeIt0nItA9enDNU3S7lJpqSf6_0RqFzQ1JzQ,1,Adzuna::API::Response::Job,42.014185,Choose your own schedule - Drive with Uber,5694593701,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'DuPage County', 'Roselle']","Roselle, DuPage County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,51767.61,https://www.adzuna.com/land/ad/5694593707?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=FEF6EEFA5DE312D789E44AEED3AF648F07CFC401,-87.81661,51767.61,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkpyUHNDUTA4UkdQeWFYMUZqX2Z5ZyIsImkiOiI1Njk0NTkzNzA3In0.cGJUqmfUeYPb9XJ-1m1MITzZQFkVbXG7ClUWoRstx1s,1,Adzuna::API::Response::Job,41.96333,Earn on Your Schedule - Drive with Uber,5694593707,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Cook County', 'Harwood Heights']","Harwood Heights, Cook County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,34311.35,https://www.adzuna.com/land/ad/5694593698?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=38DEB0EEF8B78B8FA01F384DF675B136D6145CE9,-88.084333,34311.35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzY5OCIsInMiOiJSSnJQc0NRMDhSR1B5YVgxRmpfZnlnIn0.iEQtWEfxFRaN8Jgk9BSRRpq6WaYFNjodOOVZgHvAvFY,1,Adzuna::API::Response::Job,41.423976,Earn on Your Schedule - Drive with Uber,5694593698,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Elwood']","Elwood, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,33270.77,https://www.adzuna.com/land/ad/5694593703?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=239F5CB3A770CB49A3603A69648FAD60A54A3BC8,-88.068333,33270.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkpyUHNDUTA4UkdQeWFYMUZqX2Z5ZyIsImkiOiI1Njk0NTkzNzAzIn0.GjTzUdtNrXbwzQmEZ6UiVhkxftfHvUD7b0VECrK2hgk,1,Adzuna::API::Response::Job,41.698611,Flexible Hours - Drive with Uber,5694593703,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Will County', 'Bolingbrook']","Bolingbrook, Will County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:45Z,30902.68,https://www.adzuna.com/land/ad/5694593709?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=3499E0CFAE4C1423510119801996D87A95C19F9B,-88.355086,30902.68,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzcwOSIsInMiOiJSSnJQc0NRMDhSR1B5YVgxRmpfZnlnIn0.SXinSXeLS2Ijg9pvzRgWy3wZxWcu9q0F_kNlBuG8EbA,1,Adzuna::API::Response::Job,42.22919,Drive with Uber - Sign Up Today,5694593709,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'McHenry County', 'Lakewood']","Lakewood, McHenry County",Adzuna::API::Response::Location,part_time,
"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-09T10:34:43Z,36196.49,https://www.adzuna.com/land/ad/5694593674?se=RJrPsCQ08RGPyaX1Fj_fyg&utm_medium=api&utm_source=abfa41a4&v=AF687A5044615EDD5D06711F7BEE4B1D49EFCC5F,-88.049521,36196.49,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MzY3NCIsInMiOiJSSnJQc0NRMDhSR1B5YVgxRmpfZnlnIn0.qjZYsFtjEifOCwe9F_SRpBoK3DUB-dErskHXkIz1D08,1,Adzuna::API::Response::Job,42.216969,Want Cash Jobs? Earn With Uber Instead,5694593674,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Uber,"['US', 'Illinois', 'Lake County', 'Hawthorn Woods']","Hawthorn Woods, Lake County",Adzuna::API::Response::Location,part_time,
